customer_id,alert_type,severity,status,suppression_reason,window_start,total_amount,num_deposits,inflow_timestamp,inflow_amount,outflow_ratio,hop1_timestamp,hop1_amount,hop3_to_country
CUST_104045,Structuring (7-day),Medium,Active,,2023-09-19 11:00:00,242040.64,6.0,,,,,,
CUST_104045,Structuring (7-day),Medium,Active,,2023-09-20 14:00:00,206550.33,5.0,,,,,,
CUST_104045,Structuring (7-day),Medium,Active,,2023-09-21 09:00:00,165244.58,4.0,,,,,,
CUST_104045,Structuring (7-day),Medium,Active,,2023-09-22 10:00:00,122547.73,3.0,,,,,,
CUST_104045,Structuring (7-day),Medium,Active,,2023-09-23 11:00:00,75897.5,2.0,,,,,,
CUST_104103,Structuring (7-day),Medium,Active,,2023-10-19 12:00:00,157293.34,3.0,,,,,,
CUST_104103,Structuring (7-day),Medium,Active,,2023-10-20 14:00:00,107018.89,2.0,,,,,,
CUST_104234,Structuring (7-day),Medium,Active,,2023-05-26 10:00:00,63509.25,5.0,,,,,,
CUST_104241,Structuring (7-day),Medium,Active,,2023-06-14 09:00:00,230554.54,6.0,,,,,,
CUST_104241,Structuring (7-day),Medium,Active,,2023-06-15 09:00:00,195889.34,5.0,,,,,,
CUST_104241,Structuring (7-day),Medium,Active,,2023-06-16 11:00:00,158592.79,4.0,,,,,,
CUST_104241,Structuring (7-day),Medium,Active,,2023-06-17 09:00:00,125907.98,3.0,,,,,,
CUST_104241,Structuring (7-day),Medium,Active,,2023-06-18 14:00:00,85490.58,2.0,,,,,,
CUST_104354,Structuring (7-day),Medium,Active,,2023-02-01 10:00:00,64114.56,5.0,,,,,,
CUST_104354,Structuring (7-day),Medium,Active,,2023-02-02 14:00:00,51400.49,4.0,,,,,,
CUST_104371,Structuring (7-day),Medium,Active,,2023-09-29 14:00:00,261077.98,6.0,,,,,,
CUST_104371,Structuring (7-day),Medium,Active,,2023-09-30 09:00:00,221563.36,5.0,,,,,,
CUST_104371,Structuring (7-day),Medium,Active,,2023-10-01 14:00:00,170735.19,4.0,,,,,,
CUST_104371,Structuring (7-day),Medium,Active,,2023-10-02 13:00:00,132614.57,3.0,,,,,,
CUST_104371,Structuring (7-day),Medium,Active,,2023-10-03 13:00:00,88766.49,2.0,,,,,,
CUST_104521,Structuring (7-day),Medium,Active,,2023-03-28 11:00:00,236746.31,6.0,,,,,,
CUST_104521,Structuring (7-day),Medium,Active,,2023-03-29 10:00:00,191814.41,5.0,,,,,,
CUST_104521,Structuring (7-day),Medium,Active,,2023-03-30 14:00:00,147543.05,4.0,,,,,,
CUST_104521,Structuring (7-day),Medium,Active,,2023-03-31 15:00:00,115318.44,3.0,,,,,,
CUST_104521,Structuring (7-day),Medium,Active,,2023-04-01 14:00:00,77954.76,2.0,,,,,,
CUST_104612,Structuring (7-day),Medium,Active,,2023-09-14 15:00:00,66983.97,5.0,,,,,,
CUST_104612,Structuring (7-day),Medium,Active,,2023-09-15 12:00:00,51677.23,4.0,,,,,,
CUST_104667,Structuring (7-day),Medium,Active,,2023-10-01 09:00:00,69936.23,5.0,,,,,,
CUST_104667,Structuring (7-day),Medium,Active,,2023-10-02 12:00:00,56834.04,4.0,,,,,,
CUST_104688,Structuring (7-day),Medium,Active,,2023-09-27 11:00:00,69377.43,5.0,,,,,,
CUST_104688,Structuring (7-day),Medium,Active,,2023-09-28 12:00:00,57033.65,4.0,,,,,,
CUST_104690,Structuring (7-day),Medium,Active,,2023-05-25 11:00:00,215564.74,5.0,,,,,,
CUST_104690,Structuring (7-day),Medium,Active,,2023-05-26 10:00:00,170460.32,4.0,,,,,,
CUST_104690,Structuring (7-day),Medium,Active,,2023-05-27 09:00:00,120847.65,3.0,,,,,,
CUST_104690,Structuring (7-day),Medium,Active,,2023-05-28 15:00:00,76562.58,2.0,,,,,,
CUST_104742,Structuring (7-day),Medium,Active,,2023-04-14 14:00:00,59197.72,5.0,,,,,,
CUST_104768,Structuring (7-day),Medium,Active,,2023-08-20 11:00:00,266295.32,6.0,,,,,,
CUST_104768,Structuring (7-day),Medium,Active,,2023-08-21 14:00:00,219690.23,5.0,,,,,,
CUST_104768,Structuring (7-day),Medium,Active,,2023-08-22 14:00:00,174875.01,4.0,,,,,,
CUST_104768,Structuring (7-day),Medium,Active,,2023-08-23 10:00:00,126236.2,3.0,,,,,,
CUST_104768,Structuring (7-day),Medium,Active,,2023-08-24 11:00:00,82714.87,2.0,,,,,,
CUST_104794,Structuring (7-day),Medium,Active,,2023-05-12 11:00:00,66288.28,4.0,,,,,,
CUST_104809,Structuring (7-day),Medium,Active,,2023-01-30 14:00:00,60841.58,4.0,,,,,,
CUST_105056,Structuring (7-day),Medium,Active,,2023-01-13 13:00:00,78011.05,4.0,,,,,,
CUST_105056,Structuring (7-day),Medium,Active,,2023-01-14 14:00:00,57418.67,3.0,,,,,,
CUST_105065,Structuring (7-day),Medium,Active,,2023-08-01 13:00:00,54923.0,6.0,,,,,,
CUST_105145,Structuring (7-day),Medium,Active,,2023-09-05 14:00:00,62708.13,5.0,,,,,,
CUST_105284,Structuring (7-day),Medium,Active,,2023-10-08 10:00:00,52353.62,4.0,,,,,,
CUST_105289,Structuring (7-day),Medium,Active,,2023-05-07 12:00:00,56275.12,4.0,,,,,,
CUST_105306,Structuring (7-day),Medium,Active,,2023-06-09 09:00:00,52858.68,5.0,,,,,,
CUST_105415,Structuring (7-day),Medium,Active,,2023-04-23 12:00:00,75612.54,5.0,,,,,,
CUST_105415,Structuring (7-day),Medium,Active,,2023-04-24 09:00:00,58448.29,4.0,,,,,,
CUST_105533,Structuring (7-day),Medium,Active,,2023-05-09 15:00:00,60777.45,4.0,,,,,,
CUST_105577,Structuring (7-day),Medium,Active,,2023-10-03 13:00:00,76509.29,6.0,,,,,,
CUST_105577,Structuring (7-day),Medium,Active,,2023-10-04 14:00:00,62038.46,5.0,,,,,,
CUST_105577,Structuring (7-day),Medium,Active,,2023-10-05 13:00:00,50045.84,4.0,,,,,,
CUST_105677,Structuring (7-day),Medium,Active,,2023-03-03 12:00:00,66745.58,6.0,,,,,,
CUST_105677,Structuring (7-day),Medium,Active,,2023-03-04 14:00:00,57496.47,5.0,,,,,,
CUST_105697,Structuring (7-day),Medium,Active,,2023-04-18 13:00:00,57646.51,4.0,,,,,,
CUST_105739,Structuring (7-day),Medium,Active,,2023-05-06 12:00:00,198875.31,4.0,,,,,,
CUST_105739,Structuring (7-day),Medium,Active,,2023-05-07 10:00:00,148499.59,3.0,,,,,,
CUST_105739,Structuring (7-day),Medium,Active,,2023-05-08 12:00:00,103227.14,2.0,,,,,,
CUST_105964,Structuring (7-day),Medium,Active,,2023-02-27 12:00:00,64707.56,6.0,,,,,,
CUST_105964,Structuring (7-day),Medium,Active,,2023-02-28 15:00:00,53710.33,5.0,,,,,,
CUST_105982,Structuring (7-day),Medium,Active,,2023-04-30 15:00:00,69383.34,4.0,,,,,,
CUST_105982,Structuring (7-day),Medium,Active,,2023-05-01 10:00:00,54698.34,3.0,,,,,,
CUST_105988,Structuring (7-day),Medium,Active,,2023-03-30 15:00:00,56349.23,6.0,,,,,,
CUST_106096,Structuring (7-day),Medium,Active,,2023-09-26 12:00:00,54319.25,4.0,,,,,,
CUST_106127,Structuring (7-day),Medium,Active,,2023-09-07 09:00:00,71612.35,5.0,,,,,,
CUST_106127,Structuring (7-day),Medium,Active,,2023-09-08 10:00:00,56236.99,4.0,,,,,,
CUST_106167,Structuring (7-day),Medium,Active,,2023-07-14 15:00:00,70116.45,6.0,,,,,,
CUST_106167,Structuring (7-day),Medium,Active,,2023-07-15 15:00:00,59275.89,5.0,,,,,,
CUST_106335,Structuring (7-day),Medium,Active,,2023-08-21 13:00:00,58290.08,6.0,,,,,,
CUST_106400,Structuring (7-day),Medium,Active,,2023-05-23 14:00:00,209771.62,5.0,,,,,,
CUST_106400,Structuring (7-day),Medium,Active,,2023-05-24 15:00:00,166040.44,4.0,,,,,,
CUST_106400,Structuring (7-day),Medium,Active,,2023-05-25 14:00:00,126832.87,3.0,,,,,,
CUST_106400,Structuring (7-day),Medium,Active,,2023-05-26 12:00:00,87861.33,2.0,,,,,,
CUST_106440,Structuring (7-day),Medium,Active,,2023-07-21 13:00:00,76753.9,4.0,,,,,,
CUST_106440,Structuring (7-day),Medium,Active,,2023-07-22 11:00:00,56987.11,3.0,,,,,,
CUST_106447,Structuring (7-day),Medium,Active,,2023-03-02 10:00:00,58103.8,4.0,,,,,,
CUST_106479,Structuring (7-day),Medium,Active,,2023-05-21 14:00:00,51907.57,5.0,,,,,,
CUST_106552,Structuring (7-day),Medium,Active,,2023-07-10 12:00:00,57905.32,6.0,,,,,,
CUST_106691,Structuring (7-day),Medium,Active,,2023-08-24 10:00:00,72148.33,6.0,,,,,,
CUST_106691,Structuring (7-day),Medium,Active,,2023-08-25 11:00:00,61916.11,5.0,,,,,,
CUST_106700,Structuring (7-day),Medium,Active,,2023-06-16 12:00:00,66642.72,4.0,,,,,,
CUST_106700,Structuring (7-day),Medium,Active,,2023-06-17 12:00:00,50980.57,3.0,,,,,,
CUST_106702,Structuring (7-day),Medium,Active,,2023-02-04 14:00:00,57119.01,5.0,,,,,,
CUST_106766,Structuring (7-day),Medium,Active,,2023-05-21 10:00:00,71696.28,4.0,,,,,,
CUST_106766,Structuring (7-day),Medium,Active,,2023-05-22 10:00:00,52559.87,3.0,,,,,,
CUST_106839,Structuring (7-day),Medium,Active,,2023-05-23 12:00:00,59028.99,5.0,,,,,,
CUST_106965,Structuring (7-day),Medium,Active,,2023-09-28 14:00:00,63743.38,6.0,,,,,,
CUST_106965,Structuring (7-day),Medium,Active,,2023-09-29 14:00:00,52672.01,5.0,,,,,,
CUST_107037,Structuring (7-day),Medium,Active,,2023-06-21 15:00:00,61246.6,4.0,,,,,,
CUST_107111,Structuring (7-day),Medium,Active,,2023-10-02 11:00:00,71968.57,5.0,,,,,,
CUST_107111,Structuring (7-day),Medium,Active,,2023-10-03 14:00:00,56452.44,4.0,,,,,,
CUST_107241,Structuring (7-day),Medium,Active,,2023-09-23 09:00:00,200395.14,6.0,,,,,,
CUST_107241,Structuring (7-day),Medium,Active,,2023-09-24 09:00:00,162432.84,5.0,,,,,,
CUST_107241,Structuring (7-day),Medium,Active,,2023-09-25 09:00:00,122324.88,4.0,,,,,,
CUST_107241,Structuring (7-day),Medium,Active,,2023-09-26 10:00:00,92924.79,3.0,,,,,,
CUST_107241,Structuring (7-day),Medium,Active,,2023-09-27 11:00:00,58195.9,2.0,,,,,,
CUST_107278,Structuring (7-day),Medium,Active,,2023-06-12 11:00:00,146764.06,3.0,,,,,,
CUST_107278,Structuring (7-day),Medium,Active,,2023-06-13 14:00:00,100260.08,2.0,,,,,,
CUST_107466,Structuring (7-day),Medium,Active,,2023-03-24 13:00:00,52457.39,4.0,,,,,,
CUST_107519,Structuring (7-day),Medium,Active,,2023-04-17 11:00:00,52479.24,4.0,,,,,,
CUST_107525,Structuring (7-day),Medium,Active,,2023-02-12 12:00:00,64906.66,4.0,,,,,,
CUST_107596,Structuring (7-day),Medium,Active,,2023-10-13 09:00:00,70593.68,5.0,,,,,,
CUST_107596,Structuring (7-day),Medium,Active,,2023-10-14 11:00:00,59134.74,4.0,,,,,,
CUST_107613,Structuring (7-day),Medium,Active,,2023-08-30 13:00:00,68294.74,5.0,,,,,,
CUST_107613,Structuring (7-day),Medium,Active,,2023-08-31 14:00:00,56663.97,4.0,,,,,,
CUST_107637,Structuring (7-day),Medium,Active,,2023-03-31 09:00:00,69843.91,4.0,,,,,,
CUST_107644,Structuring (7-day),Medium,Active,,2023-06-27 14:00:00,61281.47,5.0,,,,,,
CUST_107690,Structuring (7-day),Medium,Active,,2023-07-13 14:00:00,63261.37,5.0,,,,,,
CUST_107690,Structuring (7-day),Medium,Active,,2023-07-14 15:00:00,50911.61,4.0,,,,,,
CUST_107717,Structuring (7-day),Medium,Active,,2023-08-06 14:00:00,75074.52,4.0,,,,,,
CUST_107717,Structuring (7-day),Medium,Active,,2023-08-07 14:00:00,58078.47,3.0,,,,,,
CUST_107779,Structuring (7-day),Medium,Active,,2023-08-08 10:00:00,73308.48,4.0,,,,,,
CUST_107779,Structuring (7-day),Medium,Active,,2023-08-09 15:00:00,53678.38,3.0,,,,,,
CUST_107809,Structuring (7-day),Medium,Active,,2023-04-02 09:00:00,76851.54,5.0,,,,,,
CUST_107809,Structuring (7-day),Medium,Active,,2023-04-03 11:00:00,60214.34,4.0,,,,,,
CUST_108004,Structuring (7-day),Medium,Active,,2023-08-02 13:00:00,66178.14,4.0,,,,,,
CUST_108004,Structuring (7-day),Medium,Active,,2023-08-03 09:00:00,51412.39,3.0,,,,,,
CUST_108025,Structuring (7-day),Medium,Active,,2023-10-01 11:00:00,59548.49,6.0,,,,,,
CUST_108079,Structuring (7-day),Medium,Active,,2023-10-18 15:00:00,52193.9,4.0,,,,,,
CUST_108161,Structuring (7-day),Medium,Active,,2023-06-29 15:00:00,71741.21,5.0,,,,,,
CUST_108161,Structuring (7-day),Medium,Active,,2023-06-30 11:00:00,56661.92,4.0,,,,,,
CUST_108254,Structuring (7-day),Medium,Active,,2023-05-02 14:00:00,66398.22,4.0,,,,,,
CUST_108254,Structuring (7-day),Medium,Active,,2023-05-03 11:00:00,50977.87,3.0,,,,,,
CUST_108322,Structuring (7-day),Medium,Active,,2023-03-09 12:00:00,59527.67,5.0,,,,,,
CUST_108461,Structuring (7-day),Medium,Active,,2023-09-21 12:00:00,64285.14,5.0,,,,,,
CUST_108461,Structuring (7-day),Medium,Active,,2023-09-22 10:00:00,50014.13,4.0,,,,,,
CUST_108562,Structuring (7-day),Medium,Active,,2023-05-07 14:00:00,67045.39,6.0,,,,,,
CUST_108562,Structuring (7-day),Medium,Active,,2023-05-08 13:00:00,57509.83,5.0,,,,,,
CUST_108663,Structuring (7-day),Medium,Active,,2023-07-01 10:00:00,68841.94,6.0,,,,,,
CUST_108663,Structuring (7-day),Medium,Active,,2023-07-02 10:00:00,56317.93,5.0,,,,,,
CUST_108672,Structuring (7-day),Medium,Active,,2023-06-12 15:00:00,76617.75,4.0,,,,,,
CUST_108672,Structuring (7-day),Medium,Active,,2023-06-13 10:00:00,61142.22,3.0,,,,,,
CUST_108721,Structuring (7-day),Medium,Active,,2023-02-20 10:00:00,70588.02,4.0,,,,,,
CUST_108721,Structuring (7-day),Medium,Active,,2023-02-21 10:00:00,50387.19,3.0,,,,,,
CUST_108846,Structuring (7-day),Medium,Active,,2023-04-17 15:00:00,52811.45,6.0,,,,,,
CUST_108878,Structuring (7-day),Medium,Active,,2023-03-25 11:00:00,60514.92,4.0,,,,,,
CUST_109004,Structuring (7-day),Medium,Active,,2023-01-25 14:00:00,268421.19,6.0,,,,,,
CUST_109004,Structuring (7-day),Medium,Active,,2023-01-26 12:00:00,223082.75,5.0,,,,,,
CUST_109004,Structuring (7-day),Medium,Active,,2023-01-27 15:00:00,170327.73,4.0,,,,,,
CUST_109004,Structuring (7-day),Medium,Active,,2023-01-28 15:00:00,126600.26,3.0,,,,,,
