customer_id,year_month,monthly_volume,monthly_txn_count,segment,peer_group,counterparty_entropy,log_volume,log_txn_count,log_entropy,z_volume,z_txn_count,z_entropy,composite_anomaly_score,is_anomaly
CUST_100001,2023-08,266349.75,22,retail,retail_Tech,0.17893003,12.492565,3.091042453358316,-1.7207605,1.3427184,-0.2785979749007863,-2.5757349,1.3990170638178403,False
CUST_100001,2023-09,264269.34,22,retail,retail_Tech,0.13519257,12.484724,3.091042453358316,-2.001055,1.336026,-0.2785979749007863,-2.7179143,1.444179423691294,False
CUST_100001,2023-10,267033.22,22,retail,retail_Tech,0.17723946,12.495129,3.091042453358316,-1.7302536,1.3449063,-0.2785979749007863,-2.5812304,1.401578235667409,False
CUST_100001,2023-11,274150.6,22,retail,retail_Tech,0.32433474,12.521433,3.091042453358316,-1.1259792,1.3673571,-0.2785979749007863,-2.1030602,1.249671785077911,False
CUST_100001,2023-12,286157.97,22,retail,retail_Tech,0.47679812,12.5643,3.091042453358316,-0.7406621,1.4039443,-0.2785979749007863,-1.6074398,1.096660661738576,False
CUST_100002,2023-01,321551.7,133,sme,sme,1.5951393,12.680914,4.890349128221754,0.46696106,0.19038688,0.6503256391872144,-0.38241643,0.40770964759552397,False
CUST_100002,2023-02,346475.34,132,sme,sme,1.6504108,12.755567,4.882801922586371,0.50102425,0.2599241,0.6353546402419447,-0.1750365,0.3567717529523651,False
CUST_100002,2023-03,375176.06,133,sme,sme,1.7478054,12.835151,4.890349128221754,0.55836093,0.33405492,0.6503256391872144,0.19039014,0.3915902320341658,False
CUST_100002,2023-04,181199.69,131,sme,sme,1.6922848,12.107355,4.875197323201151,0.5260796,-0.34387,0.6202697923027857,-0.017924134,0.32735464664775077,False
CUST_100002,2023-05,279027.0,132,sme,sme,1.6943161,12.539063,4.882801922586371,0.5272792,0.058256406,0.6353546402419447,-0.010302553,0.23463786651077664,False
CUST_100002,2023-06,419244.78,133,sme,sme,1.6037234,12.94621,4.890349128221754,0.47232804,0.437504,0.6503256391872144,-0.35020852,0.47934605119589885,False
CUST_100002,2023-07,256933.14,131,sme,sme,1.6176997,12.456572,4.875197323201151,0.48100522,-0.018582888,0.6202697923027857,-0.297769,0.31220723010577706,False
CUST_100002,2023-08,369508.6,132,sme,sme,1.6606085,12.819929,4.882801922586371,0.50718415,0.31987634,0.6353546402419447,-0.13677429,0.3640017566271901,False
CUST_100002,2023-09,322660.3,133,sme,sme,1.5727589,12.684356,4.890349128221754,0.45283136,0.19359285,0.6503256391872144,-0.466388,0.4367688242392134,False
CUST_100002,2023-10,373090.84,133,sme,sme,1.5481697,12.829577,4.890349128221754,0.4370734,0.32886353,0.6503256391872144,-0.55864716,0.5126121087666742,False
CUST_100002,2023-11,402029.62,133,sme,sme,1.62104,12.904281,4.890349128221754,0.4830679,0.39844787,0.6503256391872144,-0.28523633,0.444669946411887,False
CUST_100002,2023-12,324305.3,133,sme,sme,1.7404808,12.689441,4.890349128221754,0.55416137,0.19832939,0.6503256391872144,0.16290817,0.33718773164315935,False
CUST_100003,2023-01,773764.0,108,corporate,corporate,2.199278,13.559022,4.68213122712422,0.78812915,0.94633293,0.18853897051011112,1.8581045,0.9976587898068777,False
CUST_100003,2023-02,441410.66,105,corporate,corporate,2.1135201,12.997731,4.653960350157523,0.74835485,0.45062596,0.13381442877266184,1.5380458,0.7074953829335285,False
CUST_100003,2023-03,766809.4,107,corporate,corporate,1.9958115,13.5499935,4.672828834461906,0.6910507,0.93835944,0.17046820984090066,1.0987433,0.7358569895751103,False
CUST_100003,2023-04,659247.9,107,corporate,corporate,2.0723286,13.398855,4.672828834461906,0.72867286,0.8048808,0.17046820984090066,1.3843141,0.7865543559716963,False
CUST_100003,2023-05,558240.25,107,corporate,corporate,2.1753228,13.232545,4.672828834461906,0.77717704,0.6580029,0.17046820984090066,1.7687004,0.8657238280303104,False
CUST_100003,2023-06,364890.78,105,corporate,corporate,2.2054012,12.807353,4.653960350157523,0.7909094,0.2824924,0.13381442877266184,1.8809564,0.7657544131166848,False
CUST_100003,2023-07,648357.44,106,corporate,corporate,2.0291452,13.382197,4.663439094112067,0.70761466,0.79016936,0.15222776818599468,1.2231488,0.7218486497412991,False
CUST_100003,2023-08,587000.8,106,corporate,corporate,2.1532147,13.282782,4.663439094112067,0.76696193,0.70236975,0.15222776818599468,1.6861904,0.8469292948256802,False
CUST_100003,2023-09,560878.75,106,corporate,corporate,2.1583834,13.23726,4.663439094112067,0.7693595,0.662167,0.15222776818599468,1.7054805,0.8399584124099088,False
CUST_100003,2023-10,522042.4,106,corporate,corporate,2.0400226,13.165504,4.663439094112067,0.7129609,0.59879583,0.15222776818599468,1.2637445,0.6715893576155972,False
CUST_100003,2023-11,722930.1,108,corporate,corporate,2.1991549,13.491068,4.68213122712422,0.7880731,0.8863189,0.18853897051011112,1.8576444,0.9775007770988496,False
CUST_100003,2023-12,650649.0,107,corporate,corporate,1.922696,13.385726,4.672828834461906,0.65372837,0.79328567,0.17046820984090066,0.8258679,0.596540589682939,False
CUST_100004,2023-01,34858.402,23,retail,retail_Education,1.1466436,10.459049,3.1354942159291497,0.1368391,-0.4132607,-0.22381007692989385,0.59062654,0.4092324376827368,False
CUST_100004,2023-02,29558.0,33,retail,retail_Education,1.407983,10.294109,3.4965075614664802,0.34215817,-0.5551803,0.3142181765019895,1.4199961,0.7631315433641275,False
CUST_100004,2023-03,40158.8,36,retail,retail_Education,1.3395772,10.600597,3.58351893845611,0.29235405,-0.29146808,0.4438936573924675,1.202908,0.646089926781325,False
CUST_100004,2023-04,34858.4,23,retail,retail_Education,1.3350703,10.459049,3.1354942159291497,0.28898394,-0.4132607,-0.22381007692989385,1.1886051,0.608558615120837,False
CUST_100004,2023-05,34858.4,19,retail,retail_Education,1.1043276,10.459049,2.9444389791664403,0.09923661,-0.4132607,-0.5085450226462599,0.45633498,0.45938023310226583,False
CUST_100004,2023-06,34858.4,23,retail,retail_Education,1.1404254,10.459049,3.1354942159291497,0.13140137,-0.4132607,-0.22381007692989385,0.57089293,0.40265456842639935,False
CUST_100004,2023-07,31688.49,37,retail,retail_Education,1.2560844,10.3637085,3.6109179126442243,0.22799928,-0.49529493,0.48472711247240474,0.93794084,0.6393209589919612,False
CUST_100004,2023-08,34561.69,37,retail,retail_Education,1.4049509,10.450501,3.6109179126442243,0.34000236,-0.4206155,0.48472711247240474,1.4103737,0.7719054314892655,False
CUST_100004,2023-09,34858.4,21,retail,retail_Education,1.1465242,10.459049,3.044522437723423,0.13673492,-0.4132607,-0.35938785416350194,0.5902475,0.45429868811523066,False
CUST_100004,2023-10,33200.77,37,retail,retail_Education,1.3083024,10.410328,3.6109179126442243,0.26873043,-0.45518208,0.48472711247240474,1.1036564,0.6811885330479508,False
CUST_100004,2023-11,34858.4,36,retail,retail_Education,1.3901472,10.459049,3.58351893845611,0.32940966,-0.4132607,0.4438936573924675,1.3633938,0.7401827130934283,False
CUST_100004,2023-12,34858.4,6,retail,retail_Education,1.0325007,10.459049,1.791759469228055,0.031983767,-0.4132607,-2.226415431497225,0.22839004,0.9560220559430549,False
CUST_100005,2023-01,44413.01,7,retail,retail_Tech,0.8499285,10.701288,1.9459101490553132,-0.16260305,-0.18614867,-1.9410087277761023,-0.3944858,0.8405477341768121,False
CUST_100005,2023-02,37914.883,9,retail,retail_Tech,1.2670188,10.543099,2.1972245773362196,0.23666672,-0.32116392,-1.5761707030718894,0.96137094,0.9529018568656634,False
CUST_100005,2023-03,38564.98,11,retail,retail_Tech,0.59511733,10.5601,2.3978952727983707,-0.5189967,-0.30665413,-1.2848531665132685,-1.2228135,0.9381069263394092,False
CUST_100005,2023-04,32008.059,10,retail,retail_Tech,0.63055515,10.373743,2.302585092994046,-0.46115464,-0.4657107,-1.4232168011516506,-1.1076139,0.998847140625125,False
CUST_100005,2023-05,33519.64,10,retail,retail_Tech,0.7533477,10.419887,2.302585092994046,-0.2832284,-0.42632687,-1.4232168011516506,-0.70844597,0.8526632127712229,False
CUST_100005,2023-06,31408.9,10,retail,retail_Tech,0.5506156,10.354847,2.302585092994046,-0.5967184,-0.48183864,-1.4232168011516506,-1.3674775,1.0908443269680002,False
CUST_100005,2023-07,33456.09,10,retail,retail_Tech,0.8195942,10.417989,2.302585092994046,-0.19894592,-0.4279467,-1.4232168011516506,-0.49309504,0.781419509405897,False
CUST_100005,2023-08,39664.5,10,retail,retail_Tech,0.8303566,10.588212,2.302585092994046,-0.18590005,-0.28265998,-1.4232168011516506,-0.45810917,0.7213286496748585,False
CUST_100005,2023-09,38746.52,10,retail,retail_Tech,0.96270436,10.564796,2.302585092994046,-0.038008913,-0.30264533,-1.4232168011516506,-0.027879527,0.5845805512170055,False
CUST_100005,2023-10,38834.23,10,retail,retail_Tech,1.0090439,10.567058,2.302585092994046,0.00900328,-0.30071542,-1.4232168011516506,0.12275889,0.6155637018432277,False
CUST_100005,2023-11,32935.85,10,retail,retail_Tech,0.7762039,10.402317,2.302585092994046,-0.25334007,-0.4413226,-1.4232168011516506,-0.6341462,0.8328952031880675,False
CUST_100005,2023-12,31843.55,10,retail,retail_Tech,0.61844724,10.36859,2.302585092994046,-0.48054338,-0.47010857,-1.4232168011516506,-1.1469737,1.0134330329845407,False
CUST_100006,2023-01,27423.0,15,retail,retail_Construction,0.9820961,10.219137,2.70805020110221,-0.018066138,-0.60156393,-0.8507142254552824,0.042306144,0.49819476658574685,False
CUST_100006,2023-02,22968.0,9,retail,retail_Construction,0.7447993,10.041857,2.1972245773362196,-0.29464045,-0.751354,-1.5890625860176115,-0.7282402,1.0228855856882741,False
CUST_100006,2023-03,31878.0,17,retail,retail_Construction,0.9585377,10.369672,2.833213344056216,-0.042346388,-0.47437227,-0.669803172635321,-0.034192253,0.3927892310875271,False
CUST_100006,2023-04,27423.01,24,retail,retail_Construction,1.1780826,10.219138,3.1780538303479458,0.1638882,-0.60156316,-0.17137005600362082,0.67871046,0.4838812241058517,False
CUST_100006,2023-05,27422.99,18,retail,retail_Construction,1.1750618,10.219137,2.8903717578961645,0.16132075,-0.60156393,-0.5871862889325524,0.6689015,0.6192172408433724,False
CUST_100006,2023-06,27423.0,17,retail,retail_Construction,0.93605804,10.219137,2.833213344056216,-0.06607779,-0.60156393,-0.669803172635321,-0.10718783,0.4595183110195015,False
CUST_100006,2023-07,27423.0,12,retail,retail_Construction,1.0266668,10.219137,2.4849066497880004,0.026317399,-0.60156393,-1.1732463530886807,0.18703537,0.6539485501643233,False
CUST_100006,2023-08,27423.0,12,retail,retail_Construction,0.7987188,10.219137,2.4849066497880004,-0.2247463,-0.60156393,-1.1732463530886807,-0.55315363,0.7759879725571684,False
CUST_100006,2023-09,27423.0,9,retail,retail_Construction,0.75498927,10.219137,2.1972245773362196,-0.28105175,-0.60156393,-1.5890625860176115,-0.6951515,0.9619260081278492,False
CUST_100006,2023-10,27423.0,18,retail,retail_Construction,0.920365,10.219137,2.8903717578961645,-0.08298498,-0.60156393,-0.5871862889325524,-0.15814611,0.44896544420043316,False
CUST_100006,2023-11,27423.0,11,retail,retail_Construction,0.79115653,10.219137,2.3978952727983707,-0.23425944,-0.60156393,-1.2990127684006785,-0.57770973,0.8260954777840009,False
CUST_100006,2023-12,27423.0,13,retail,retail_Construction,0.9819014,10.219137,2.5649493574615367,-0.018264376,-0.60156393,-1.0575524661023088,0.041674018,0.5669301381733242,False
CUST_100007,2023-01,129784.305,31,retail,retail_Finance,1.3396864,11.773629,3.4339872044851463,0.29243556,0.7453719,0.25066833845328806,1.2283664,0.7414688638566319,False
CUST_100007,2023-02,129784.31,19,retail,retail_Finance,1.2670945,11.773629,2.9444389791664403,0.23672648,0.7453719,-0.44154783052045377,0.98993975,0.725619819302818,False
CUST_100007,2023-03,129784.31,41,retail,retail_Finance,1.4129115,11.773629,3.713572066704308,0.34565252,0.7453719,0.6459984657403505,1.4688728,0.9534143764852376,False
CUST_100007,2023-04,109939.836,44,retail,retail_Finance,1.1761447,11.607689,3.784189633918261,0.16224192,0.60409606,0.7458509814087807,0.6912171,0.6803880536339104,False
CUST_100007,2023-05,124969.81,50,retail,retail_Finance,1.405339,11.735827,3.912023005428146,0.34027857,0.71318877,0.9266060574504964,1.444001,1.0279319280933417,False
CUST_100007,2023-06,110918.46,37,retail,retail_Finance,1.2220445,11.61655,3.6109179126442243,0.20052525,0.61164045,0.5008465448924083,0.8419739,0.6514869663420048,False
CUST_100007,2023-07,129784.305,32,retail,retail_Finance,1.2008982,11.773629,3.4657359027997265,0.18306975,0.7453719,0.29556067220225507,0.7725193,0.6044839469322051,False
CUST_100007,2023-08,120345.48,25,retail,retail_Finance,1.3363869,11.698122,3.2188758248682006,0.28996965,0.6810877,-0.05349694578231326,1.2175293,0.6507046384559106,False
CUST_100007,2023-09,99230.87,17,retail,retail_Finance,0.94429064,11.505204,2.833213344056216,-0.057321284,0.5168441,-0.5988197376498222,-0.07030285,0.3953222276491801,False
CUST_100007,2023-10,118762.45,29,retail,retail_Finance,1.2586126,11.68488,3.367295829986474,0.23001003,0.6698141,0.15636741901065368,0.96208125,0.5960875941138316,False
CUST_100007,2023-11,128625.59,48,retail,retail_Finance,1.2172577,11.764661,3.871201010907891,0.19660057,0.7377365,0.868884175937635,0.826252,0.810957560910537,False
CUST_100007,2023-12,115650.6,30,retail,retail_Finance,1.273515,11.658329,3.4011973816621555,0.24178079,0.6472093,0.2043038653289461,1.0110277,0.6208469485890595,False
CUST_100008,2023-01,13207.199,16,retail,retail_Tech,1.0205148,9.488518,2.772588722239781,0.02030725,-1.2212565,-0.7409034263454931,0.16004798,0.7074026330101177,False
CUST_100008,2023-02,13207.2,5,retail,retail_Tech,0.6572046,9.488518,1.6094379124341003,-0.41975984,-1.2212565,-2.4294719927641335,-1.0209831,1.5572371957412223,False
CUST_100008,2023-03,13207.2,3,retail,retail_Tech,0.60864216,9.488518,1.0986122886681098,-0.49652478,-1.2212565,-3.1710474479336552,-1.1788477,1.8570505376702882,True
CUST_100008,2023-04,13207.2,16,retail,retail_Tech,0.9778904,9.488518,2.772588722239781,-0.02235771,-1.2212565,-0.7409034263454931,0.021486418,0.6612154463964388,False
CUST_100008,2023-05,13207.2,13,retail,retail_Tech,1.043648,9.488518,2.5649493574615367,0.042722274,-1.2212565,-1.0423375151669174,0.23524812,0.8329473761093348,False
CUST_100008,2023-06,13207.2,11,retail,retail_Tech,0.92260647,9.488518,2.3978952727983707,-0.080552496,-1.2212565,-1.2848531665132685,-0.1582278,0.8881124874527667,False
CUST_100008,2023-07,13207.2,14,retail,retail_Tech,1.0138931,9.488518,2.6390573296152584,0.013797503,-1.2212565,-0.9347535361636204,0.13852242,0.7648441490129803,False
CUST_100008,2023-08,13207.2,11,retail,retail_Tech,0.7728439,9.488518,2.3978952727983707,-0.25767818,-1.2212565,-1.2848531665132685,-0.64506865,1.0503927688375527,False
CUST_100008,2023-09,13207.2,12,retail,retail_Tech,0.92001563,9.488518,2.4849066497880004,-0.08336461,-1.2212565,-1.1585370647086912,-0.16664995,0.8488145039205489,False
CUST_100008,2023-10,13207.2,18,retail,retail_Tech,0.9719585,9.488518,2.8903717578961645,-0.028442152,-1.2212565,-0.5699155114594079,0.0022034373,0.5977918144161246,False
CUST_100008,2023-11,13207.2,7,retail,retail_Tech,0.6647817,9.488518,1.9459101490553132,-0.40829659,-1.2212565,-1.9410087277761023,-0.99635196,1.386205726539788,False
CUST_100008,2023-12,13207.2,18,retail,retail_Tech,1.0546644,9.488518,2.8903717578961645,0.053222585,-1.2212565,-0.5699155114594079,0.2710596,0.6874105361601703,False
CUST_100009,2023-01,31356.0,14,retail,retail_Construction,0.913984,10.353161,2.6390573296152584,-0.08994221,-0.48832294,-0.9504366575003401,-0.17886633,0.5392086425860967,False
CUST_100009,2023-02,31356.0,21,retail,retail_Construction,1.1184375,10.353161,3.044522437723423,0.11193265,-0.48832294,-0.3643765933442113,0.48503196,0.44591049972931535,False
CUST_100009,2023-03,31355.998,35,retail,retail_Construction,1.2819606,10.353161,3.5553480614894135,0.24839064,-0.48832294,0.3739717672181179,1.0160216,0.626105439991158,False
CUST_100009,2023-04,31356.0,30,retail,retail_Construction,1.1571753,10.353161,3.4011973816621555,0.14598197,-0.48832294,0.15116207162977743,0.61082065,0.4167685553777267,False
CUST_100009,2023-05,31356.0,25,retail,retail_Construction,1.120982,10.353161,3.2188758248682006,0.11420514,-0.48832294,-0.11236586489295315,0.4932945,0.3646611052023549,False
CUST_100009,2023-06,31356.0,21,retail,retail_Construction,0.95963573,10.353161,3.044522437723423,-0.041201513,-0.48832294,-0.3643765933442113,-0.030626727,0.29444208802044386,False
CUST_100009,2023-07,31356.0,19,retail,retail_Construction,1.0390675,10.353161,2.9444389791664403,0.038323686,-0.48832294,-0.5090374210453841,0.22730288,0.408221081196494,False
CUST_100009,2023-08,31356.002,31,retail,retail_Construction,1.2295266,10.353161,3.4339872044851463,0.20662925,-0.48832294,0.19855654598287933,0.8457588,0.51087942839004,False
CUST_100009,2023-09,31356.0,22,retail,retail_Construction,1.0532172,10.353161,3.091042453358316,0.051849455,-0.48832294,-0.29713647131561854,0.27324945,0.3529029540367909,False
CUST_100009,2023-10,31356.0,7,retail,retail_Construction,0.8146534,10.353161,1.9459101490553132,-0.20499253,-0.48832294,-1.9523129545853997,-0.5014111,0.9806823261316109,False
CUST_100009,2023-11,31356.0,43,retail,retail_Construction,1.2587396,10.353161,3.7612001156935624,0.23011091,-0.48832294,0.6715107309441193,0.94061863,0.7001507695390258,False
CUST_100009,2023-12,31356.0,26,retail,retail_Construction,1.2469169,10.353161,3.258096538021482,0.22067401,-0.48832294,-0.055676169017249075,0.9022281,0.48207574315180174,False
CUST_100010,2023-01,26182.8,28,retail,retail_Tech,1.3677202,10.172858,3.332204510175204,0.3131453,-0.6371673,0.07150165544886185,1.2887263,0.6657984200680879,False
CUST_100010,2023-02,26182.799,28,retail,retail_Tech,1.4031194,10.172858,3.332204510175204,0.33869794,-0.6371673,0.07150165544886185,1.4038004,0.7041564329032726,False
CUST_100010,2023-03,26182.8,16,retail,retail_Tech,1.3073672,10.172858,2.772588722239781,0.26801535,-0.6371673,-0.7409034263454931,1.0925336,0.8235347632356173,False
CUST_100010,2023-04,26182.8,27,retail,retail_Tech,1.3830562,10.172858,3.295836866004329,0.32429567,-0.6371673,0.018706041789876154,1.3385795,0.6648176174087083,False
CUST_100010,2023-05,26182.8,28,retail,retail_Tech,1.2727623,10.172858,3.332204510175204,0.24118957,-0.6371673,0.07150165544886185,0.9800417,0.5629035377069936,False
CUST_100010,2023-06,26182.8,22,retail,retail_Tech,1.3248359,10.172858,3.091042453358316,0.28128862,-0.6371673,-0.2785979749007863,1.14932,0.6883617520744219,False
CUST_100010,2023-07,26182.799,19,retail,retail_Tech,1.0993795,10.172858,2.9444389791664403,0.094745964,-0.6371673,-0.4914250787993119,0.41641748,0.5150032777554409,False
CUST_100010,2023-08,26182.8,41,retail,retail_Tech,1.4111333,10.172858,3.713572066704308,0.34439316,-0.6371673,0.6251403261853863,1.4298513,0.8973862982337213,False
CUST_100010,2023-09,26182.8,20,retail,retail_Tech,1.3110993,10.172858,2.995732273553991,0.27086595,-0.6371673,-0.41696160953916905,1.1046656,0.7195981738358,False
CUST_100010,2023-10,26182.8,25,retail,retail_Tech,1.296665,10.172858,3.2188758248682006,0.25979552,-0.6371673,-0.093019792732845,1.0577432,0.5959767531346117,False
CUST_100010,2023-11,26182.8,13,retail,retail_Tech,0.9688325,10.172858,2.5649493574615367,-0.03166355,-0.6371673,-1.0423375151669174,-0.007958493,0.5624877611047755,False
CUST_100010,2023-12,26182.8,20,retail,retail_Tech,1.2726707,10.172858,2.995732273553991,0.24111764,-0.6371673,-0.41696160953916905,0.9797441,0.6779576537399749,False
CUST_100011,2023-01,207196.3,132,sme,sme,1.7220727,12.241422,4.882801922586371,0.5435286,-0.21899007,0.6353546402419447,0.09384072,0.3160618103730956,False
CUST_100011,2023-02,228388.92,133,sme,sme,1.7829236,12.338805,4.890349128221754,0.57825446,-0.12827957,0.6503256391872144,0.3221545,0.366919899363954,False
CUST_100011,2023-03,131175.27,131,sme,sme,1.9601977,11.784289,4.875197323201151,0.67304534,-0.6447984,0.6202697923027857,0.98729086,0.7507863498476937,False
CUST_100011,2023-04,201644.75,132,sme,sme,2.0136437,12.214263,4.882801922586371,0.69994587,-0.24428782,0.6353546402419447,1.1878216,0.6891546951918085,False
CUST_100011,2023-05,141720.94,131,sme,sme,2.0490012,11.861615,4.875197323201151,0.71735245,-0.57277113,0.6202697923027857,1.3204837,0.8378415362783068,False
CUST_100011,2023-06,168934.27,131,sme,sme,1.8698317,12.037265,4.875197323201151,0.6258484,-0.4091575,0.6202697923027857,0.6482356,0.5592209753143583,False
CUST_100011,2023-07,250205.0,132,sme,sme,1.7949278,12.430036,4.882801922586371,0.5849648,-0.04330055,0.6353546402419447,0.36719474,0.3486166442124327,False
CUST_100011,2023-08,109185.6,130,sme,sme,1.8504101,11.600804,4.867534450455582,0.6154073,-0.8157105,0.6050693505321507,0.5753654,0.6653817532232922,False
CUST_100011,2023-09,135305.7,131,sme,sme,1.9126753,11.815292,4.875197323201151,0.64850295,-0.61591977,0.6202697923027857,0.8089857,0.6817250904190336,False
CUST_100011,2023-10,246023.83,133,sme,sme,1.9424112,12.413184,4.890349128221754,0.66393006,-0.05899727,0.6503256391872144,0.92055553,0.5432928136285535,False
CUST_100011,2023-11,177647.4,131,sme,sme,1.8880203,12.087556,4.875197323201151,0.6355288,-0.36231256,0.6202697923027857,0.71647966,0.5663540022321337,False
CUST_100011,2023-12,139982.2,131,sme,sme,1.9961731,11.849271,4.875197323201151,0.6912319,-0.58426964,0.6202697923027857,1.1222715,0.7756036576378141,False
CUST_100012,2023-01,38257.0,32,retail,retail_Education,1.106582,10.552082,3.4657359027997265,0.10127602,-0.33321223,0.26835831571752555,0.46348968,0.35502007460969925,False
CUST_100012,2023-02,31786.0,8,retail,retail_Education,0.7378501,10.366781,2.0794415416798357,-0.30401453,-0.49265105,-1.7976748187242517,-0.7066941,0.9990066633919401,False
CUST_100012,2023-03,44728.0,37,retail,retail_Education,1.1787465,10.708355,3.6109179126442243,0.16445157,-0.19874997,0.48472711247240474,0.692506,0.45866103404771935,False
CUST_100012,2023-04,38257.0,23,retail,retail_Education,1.1004424,10.552082,3.1354942159291497,0.09571229,-0.33321223,-0.22381007692989385,0.44400534,0.33367588129896814,False
CUST_100012,2023-05,38257.0,31,retail,retail_Education,1.1263273,10.552082,3.4339872044851463,0.11896214,-0.33321223,0.22104234550732438,0.5261519,0.36013548921988425,False
CUST_100012,2023-06,38257.0,31,retail,retail_Education,1.0196502,10.552082,3.4339872044851463,0.019459648,-0.33321223,0.22104234550732438,0.18760845,0.24728767426258347,False
CUST_100012,2023-07,38257.0,36,retail,retail_Education,1.1744788,10.552082,3.58351893845611,0.16082445,-0.33321223,0.4438936573924675,0.67896235,0.48535607797112906,False
CUST_100012,2023-08,38257.0,26,retail,retail_Education,0.96774113,10.552082,3.258096538021482,-0.032790653,-0.33321223,-0.04109241832408508,0.02287311,0.1323925847199665,False
CUST_100012,2023-09,38257.0,47,retail,retail_Education,1.181702,10.552082,3.8501476017100584,0.16695578,-0.33321223,0.8412577874965328,0.7018856,0.6254518650474435,False
CUST_100012,2023-10,38257.0,28,retail,retail_Education,1.1629548,10.552082,3.332204510175204,0.150964,-0.33321223,0.06935275860947107,0.64239067,0.34831855121030325,False
CUST_100012,2023-11,38257.0,22,retail,retail_Education,0.9339719,10.552082,3.091042453358316,-0.06830894,-0.33321223,-0.2900577779459254,-0.0842948,0.23585493600525118,False
CUST_100012,2023-12,38257.0,28,retail,retail_Education,1.0985438,10.552082,3.332204510175204,0.09398545,-0.33321223,0.06935275860947107,0.4379799,0.28018163067871243,False
CUST_100013,2023-01,17656.531,19,retail,retail_Construction,1.1601486,9.778861,2.9444389791664403,0.14854813,-0.9735677,-0.5090374210453841,0.6204756,0.7010269118341079,False
CUST_100013,2023-02,15770.579,19,retail,retail_Construction,1.0191262,9.665901,2.9444389791664403,0.018945571,-1.0690112,-0.5090374210453841,0.1625497,0.580199445584642,False
