customer_id,scenario,window_start,window_end,num_deposits,total_amount,transaction_ids
CUST_100850,7-Day Standard Structuring,2023-04-05 14:00:00,2023-04-12 14:00:00,3,58226.84,"['TXN_DFDDF79B84', 'TXN_ED5B614011', 'TXN_9AD1FAC550']"
CUST_100961,7-Day Standard Structuring,2023-04-29 12:00:00,2023-05-06 12:00:00,3,131404.6,"['TXN_E235E1857C', 'TXN_BC84FB58DF', 'TXN_FCB876B627']"
CUST_100961,7-Day Standard Structuring,2023-05-01 13:00:00,2023-05-08 13:00:00,2,87077.86,"['TXN_BC84FB58DF', 'TXN_FCB876B627']"
CUST_100965,7-Day Standard Structuring,2023-10-22 11:00:00,2023-10-29 11:00:00,6,58262.32,"['TXN_B5128C46DB', 'TXN_EB5D50B5D8', 'TXN_C1A122809F', 'TXN_54B0567923', 'TXN_E0C094A05F', 'TXN_6971563C8A']"
CUST_101031,7-Day Standard Structuring,2023-03-10 11:00:00,2023-03-17 11:00:00,5,55297.52,"['TXN_F47DC61932', 'TXN_BDFE468DFF', 'TXN_540C71884D', 'TXN_F9D8DF7A90', 'TXN_F08269F53A']"
CUST_101154,7-Day Standard Structuring,2023-02-14 10:00:00,2023-02-21 10:00:00,4,59707.9,"['TXN_291E2D1E82', 'TXN_7D50E505A5', 'TXN_67E4A44417', 'TXN_CCDAD12AB0']"
CUST_101257,7-Day Standard Structuring,2023-07-10 09:00:00,2023-07-17 09:00:00,5,72943.95,"['TXN_4A6FC7B1C1', 'TXN_2380AD7D6C', 'TXN_2C06B64C05', 'TXN_7AF0C6CFC9', 'TXN_EA934ED588']"
CUST_101257,7-Day Standard Structuring,2023-07-11 10:00:00,2023-07-18 10:00:00,4,57026.36,"['TXN_2380AD7D6C', 'TXN_2C06B64C05', 'TXN_7AF0C6CFC9', 'TXN_EA934ED588']"
CUST_101362,7-Day Standard Structuring,2023-01-23 15:00:00,2023-01-30 15:00:00,5,72435.88,"['TXN_0C37A0323B', 'TXN_24505D2391', 'TXN_F00370EFC8', 'TXN_4D21585732', 'TXN_1CA8ADD44C']"
CUST_101362,7-Day Standard Structuring,2023-01-24 11:00:00,2023-01-31 11:00:00,4,57197.87,"['TXN_24505D2391', 'TXN_F00370EFC8', 'TXN_4D21585732', 'TXN_1CA8ADD44C']"
CUST_101375,7-Day Standard Structuring,2023-07-12 09:00:00,2023-07-19 09:00:00,4,76175.55,"['TXN_C0A4ABECEF', 'TXN_9EAC717BE7', 'TXN_7E3BAC4915', 'TXN_E9C54C3113']"
CUST_101375,7-Day Standard Structuring,2023-07-13 09:00:00,2023-07-20 09:00:00,3,54482.22,"['TXN_9EAC717BE7', 'TXN_7E3BAC4915', 'TXN_E9C54C3113']"
CUST_101378,7-Day Standard Structuring,2023-06-24 12:00:00,2023-07-01 12:00:00,5,75710.07,"['TXN_2CDB855313', 'TXN_B104BA7929', 'TXN_CA7F4F67D9', 'TXN_EC900C0E4E', 'TXN_B02D6D808A']"
CUST_101378,7-Day Standard Structuring,2023-06-25 11:00:00,2023-07-02 11:00:00,4,61592.25,"['TXN_B104BA7929', 'TXN_CA7F4F67D9', 'TXN_EC900C0E4E', 'TXN_B02D6D808A']"
CUST_101504,7-Day Standard Structuring,2023-05-07 12:00:00,2023-05-14 12:00:00,5,63516.44,"['TXN_7EEC681B41', 'TXN_639FDD1025', 'TXN_216A0058EC', 'TXN_470CA2632F', 'TXN_3582BAE79B']"
CUST_101504,7-Day Standard Structuring,2023-05-08 10:00:00,2023-05-15 10:00:00,4,52072.64,"['TXN_639FDD1025', 'TXN_216A0058EC', 'TXN_470CA2632F', 'TXN_3582BAE79B']"
CUST_101539,7-Day Standard Structuring,2023-04-19 12:00:00,2023-04-26 12:00:00,4,56308.46,"['TXN_77510F3E8C', 'TXN_B5FA33C0EA', 'TXN_20C3CF2C35', 'TXN_D5A5AE4489']"
CUST_101640,7-Day Standard Structuring,2023-09-01 10:00:00,2023-09-08 10:00:00,4,58102.15,"['TXN_2DF1C1BF65', 'TXN_C91126B0B5', 'TXN_8CC012F87B', 'TXN_C6EDD4045A']"
CUST_101643,7-Day Standard Structuring,2023-09-06 10:00:00,2023-09-13 10:00:00,5,71066.37,"['TXN_66130F4CB7', 'TXN_94A6C03E59', 'TXN_7C52A28950', 'TXN_627B196E81', 'TXN_C724318866']"
CUST_101643,7-Day Standard Structuring,2023-09-07 11:00:00,2023-09-14 11:00:00,4,55657.24,"['TXN_94A6C03E59', 'TXN_7C52A28950', 'TXN_627B196E81', 'TXN_C724318866']"
CUST_101696,7-Day Standard Structuring,2023-04-20 15:00:00,2023-04-27 15:00:00,4,58251.37,"['TXN_9442F4432D', 'TXN_6DD2F698D6', 'TXN_7206027C08', 'TXN_0DC1E15A43']"
CUST_101775,7-Day Standard Structuring,2023-09-27 10:00:00,2023-10-04 10:00:00,5,62151.29,"['TXN_B902BAB637', 'TXN_6894A3DE95', 'TXN_A18755CE7C', 'TXN_12AE633025', 'TXN_756F9F4E9A']"
CUST_101789,7-Day Standard Structuring,2023-09-30 10:00:00,2023-10-07 10:00:00,4,71878.67,"['TXN_F3286DBD8E', 'TXN_B669A08E11', 'TXN_F08ABDE1D5', 'TXN_941587E27B']"
CUST_101789,7-Day Standard Structuring,2023-10-01 14:00:00,2023-10-08 14:00:00,3,52303.79,"['TXN_B669A08E11', 'TXN_F08ABDE1D5', 'TXN_941587E27B']"
CUST_101805,7-Day Standard Structuring,2023-07-05 13:00:00,2023-07-12 13:00:00,4,54547.73,"['TXN_DD5130DB7D', 'TXN_6113058902', 'TXN_0980C102A9', 'TXN_2FE69492B3']"
CUST_101819,7-Day Standard Structuring,2023-10-17 15:00:00,2023-10-24 15:00:00,6,71001.04,"['TXN_E6C91C0D05', 'TXN_BA39AE16DE', 'TXN_412A0F75CE', 'TXN_53838ACCB6', 'TXN_3690BB2927', 'TXN_160D73657B']"
CUST_101819,7-Day Standard Structuring,2023-10-18 15:00:00,2023-10-25 15:00:00,5,60997.63,"['TXN_BA39AE16DE', 'TXN_412A0F75CE', 'TXN_53838ACCB6', 'TXN_3690BB2927', 'TXN_160D73657B']"
CUST_102038,7-Day Standard Structuring,2023-06-21 15:00:00,2023-06-28 15:00:00,6,70368.2,"['TXN_472106D26E', 'TXN_BD671B18E6', 'TXN_E56A3FC0D4', 'TXN_F68CFDB935', 'TXN_985D1D64F7', 'TXN_08ADF8D7EE']"
CUST_102038,7-Day Standard Structuring,2023-06-22 10:00:00,2023-06-29 10:00:00,5,59761.3,"['TXN_BD671B18E6', 'TXN_E56A3FC0D4', 'TXN_F68CFDB935', 'TXN_985D1D64F7', 'TXN_08ADF8D7EE']"
CUST_102074,7-Day Standard Structuring,2023-02-25 15:00:00,2023-03-04 15:00:00,5,69416.6,"['TXN_F6AFB8D46E', 'TXN_2015A120B7', 'TXN_A56850C87B', 'TXN_9A9B44E967', 'TXN_0E76C6F60C']"
CUST_102074,7-Day Standard Structuring,2023-02-26 13:00:00,2023-03-05 13:00:00,4,56927.95,"['TXN_2015A120B7', 'TXN_A56850C87B', 'TXN_9A9B44E967', 'TXN_0E76C6F60C']"
CUST_102228,7-Day Standard Structuring,2023-06-16 11:00:00,2023-06-23 11:00:00,6,55547.0,"['TXN_05BA29D58E', 'TXN_646AB439C5', 'TXN_645748B1DE', 'TXN_01052CCFAD', 'TXN_61A29C41D7', 'TXN_9C8BB59829']"
CUST_102258,7-Day Standard Structuring,2023-09-07 09:00:00,2023-09-14 09:00:00,5,69625.68,"['TXN_40FDE3BD49', 'TXN_B35F739B36', 'TXN_9E724DC7BE', 'TXN_501A642E91', 'TXN_D23EAFF8CB']"
CUST_102258,7-Day Standard Structuring,2023-09-08 14:00:00,2023-09-15 14:00:00,4,57536.31,"['TXN_B35F739B36', 'TXN_9E724DC7BE', 'TXN_501A642E91', 'TXN_D23EAFF8CB']"
CUST_102286,7-Day Standard Structuring,2023-08-04 12:00:00,2023-08-11 12:00:00,4,62804.12,"['TXN_9FDD2632DF', 'TXN_C6A831D4EC', 'TXN_7E08BF403F', 'TXN_79B843AA90']"
CUST_102289,7-Day Standard Structuring,2023-06-30 13:00:00,2023-07-07 13:00:00,5,55912.54,"['TXN_52F8C11B27', 'TXN_BBA3A6BED4', 'TXN_AB61FFCFDE', 'TXN_6512FCED19', 'TXN_0FF4DB0DDA']"
CUST_102320,7-Day Standard Structuring,2023-04-25 09:00:00,2023-05-02 09:00:00,5,60677.68,"['TXN_B90E1A7AA9', 'TXN_B3903CA4FB', 'TXN_494ABCE552', 'TXN_B2A4A00BE9', 'TXN_A1284DBF5A']"
CUST_102439,7-Day Standard Structuring,2023-02-09 13:00:00,2023-02-16 13:00:00,6,50307.36,"['TXN_46E5C27FC2', 'TXN_91C47E3AB0', 'TXN_4671E29639', 'TXN_2672235ED8', 'TXN_FC272AEA38', 'TXN_3670215C1D']"
CUST_102461,7-Day Standard Structuring,2023-02-02 11:00:00,2023-02-09 11:00:00,4,56042.45,"['TXN_29B5473409', 'TXN_3F4E946020', 'TXN_FA1A8F598D', 'TXN_0806333417']"
CUST_102486,7-Day Standard Structuring,2023-05-18 15:00:00,2023-05-25 15:00:00,5,52404.24,"['TXN_D9F5E19028', 'TXN_2C8EE77532', 'TXN_FA330E65E8', 'TXN_472F3B5320', 'TXN_2249FDD6CF']"
CUST_102615,7-Day Standard Structuring,2023-03-11 14:00:00,2023-03-18 14:00:00,3,134218.97,"['TXN_AACED51B65', 'TXN_C485D16666', 'TXN_B8E3ABEEFE']"
CUST_102615,7-Day Standard Structuring,2023-03-12 13:00:00,2023-03-19 13:00:00,2,87206.6,"['TXN_C485D16666', 'TXN_B8E3ABEEFE']"
CUST_102753,7-Day Standard Structuring,2023-10-04 13:00:00,2023-10-11 13:00:00,6,66991.82,"['TXN_12712718AB', 'TXN_726A8A57C1', 'TXN_DA9D648C05', 'TXN_055118976A', 'TXN_9157D13CE3', 'TXN_459B3EE0FB']"
CUST_102753,7-Day Standard Structuring,2023-10-05 13:00:00,2023-10-12 13:00:00,5,57939.55,"['TXN_726A8A57C1', 'TXN_DA9D648C05', 'TXN_055118976A', 'TXN_9157D13CE3', 'TXN_459B3EE0FB']"
CUST_102835,7-Day Standard Structuring,2023-05-30 14:00:00,2023-06-06 14:00:00,6,70410.75,"['TXN_A52E3DCD14', 'TXN_F47EF9001A', 'TXN_A68E4963AA', 'TXN_4A955D60D1', 'TXN_334403BD63', 'TXN_D4658F510D']"
CUST_102835,7-Day Standard Structuring,2023-05-31 14:00:00,2023-06-07 14:00:00,5,55919.39,"['TXN_F47EF9001A', 'TXN_A68E4963AA', 'TXN_4A955D60D1', 'TXN_334403BD63', 'TXN_D4658F510D']"
CUST_102880,7-Day Standard Structuring,2023-03-28 15:00:00,2023-04-04 15:00:00,4,72091.21,"['TXN_9C9D6E9230', 'TXN_F2386A7CED', 'TXN_F4BABA1975', 'TXN_4997FAB4D4']"
CUST_102880,7-Day Standard Structuring,2023-03-29 10:00:00,2023-04-05 10:00:00,3,54652.58,"['TXN_F2386A7CED', 'TXN_F4BABA1975', 'TXN_4997FAB4D4']"
CUST_102916,7-Day Standard Structuring,2023-02-20 15:00:00,2023-02-27 15:00:00,5,73299.31,"['TXN_479B08A181', 'TXN_C81B6ABF4B', 'TXN_31A55A1E9F', 'TXN_DFE91D4BD0', 'TXN_BE5841FBEC']"
CUST_102916,7-Day Standard Structuring,2023-02-21 09:00:00,2023-02-28 09:00:00,4,59654.26,"['TXN_C81B6ABF4B', 'TXN_31A55A1E9F', 'TXN_DFE91D4BD0', 'TXN_BE5841FBEC']"
CUST_102943,7-Day Standard Structuring,2023-09-17 09:00:00,2023-09-24 09:00:00,6,56565.97,"['TXN_C0DCED5FD2', 'TXN_ADA6B176D2', 'TXN_063EEA64BE', 'TXN_825206DAEE', 'TXN_774A92F439', 'TXN_C8FC68430B']"
CUST_102974,7-Day Standard Structuring,2023-02-20 11:00:00,2023-02-27 11:00:00,3,145639.27,"['TXN_92C41EFDD7', 'TXN_F760607EA3', 'TXN_6C9846E903']"
CUST_102974,7-Day Standard Structuring,2023-02-22 12:00:00,2023-03-01 12:00:00,2,98085.22,"['TXN_F760607EA3', 'TXN_6C9846E903']"
CUST_103052,7-Day Standard Structuring,2023-06-19 09:00:00,2023-06-26 09:00:00,4,70613.08,"['TXN_9718D3B46F', 'TXN_1484598BCE', 'TXN_F4658B9899', 'TXN_8756ACA764']"
CUST_103058,7-Day Standard Structuring,2023-05-26 12:00:00,2023-06-02 12:00:00,6,194952.58,"['TXN_61256BDDF0', 'TXN_D9118669D8', 'TXN_2F091AEE6D', 'TXN_69C3B979AA', 'TXN_46962F0527', 'TXN_EAAFD9DA9E']"
CUST_103058,7-Day Standard Structuring,2023-05-27 15:00:00,2023-06-03 15:00:00,5,165136.43,"['TXN_D9118669D8', 'TXN_2F091AEE6D', 'TXN_69C3B979AA', 'TXN_46962F0527', 'TXN_EAAFD9DA9E']"
CUST_103058,7-Day Standard Structuring,2023-05-28 15:00:00,2023-06-04 15:00:00,4,134003.95,"['TXN_2F091AEE6D', 'TXN_69C3B979AA', 'TXN_46962F0527', 'TXN_EAAFD9DA9E']"
CUST_103058,7-Day Standard Structuring,2023-05-29 15:00:00,2023-06-05 15:00:00,3,104613.15,"['TXN_69C3B979AA', 'TXN_46962F0527', 'TXN_EAAFD9DA9E']"
CUST_103058,7-Day Standard Structuring,2023-05-30 12:00:00,2023-06-06 12:00:00,2,66581.58,"['TXN_46962F0527', 'TXN_EAAFD9DA9E']"
CUST_103119,7-Day Standard Structuring,2023-09-06 11:00:00,2023-09-13 11:00:00,4,59538.49,"['TXN_E2623C51DA', 'TXN_108CE84A53', 'TXN_2FAA0D86B7', 'TXN_86A1B4C8BA']"
CUST_103157,7-Day Standard Structuring,2023-02-17 15:00:00,2023-02-24 15:00:00,6,68961.02,"['TXN_C483D7568F', 'TXN_6200D94D20', 'TXN_96650BD357', 'TXN_2CF74E31B8', 'TXN_27C408A834', 'TXN_A937C26237']"
CUST_103157,7-Day Standard Structuring,2023-02-18 12:00:00,2023-02-25 12:00:00,5,58280.56,"['TXN_6200D94D20', 'TXN_96650BD357', 'TXN_2CF74E31B8', 'TXN_27C408A834', 'TXN_A937C26237']"
CUST_103175,7-Day Standard Structuring,2023-03-16 12:00:00,2023-03-23 12:00:00,4,70503.43,"['TXN_44E8F53ECE', 'TXN_533D4F89F7', 'TXN_16D6EB6310', 'TXN_D9D9DA9A82']"
CUST_103175,7-Day Standard Structuring,2023-03-17 14:00:00,2023-03-24 14:00:00,3,53236.29,"['TXN_533D4F89F7', 'TXN_16D6EB6310', 'TXN_D9D9DA9A82']"
CUST_103189,7-Day Standard Structuring,2023-08-20 13:00:00,2023-08-27 13:00:00,4,64725.97,"['TXN_B9ECA39380', 'TXN_235BD20D20', 'TXN_2773E8DBB6', 'TXN_382441B613']"
CUST_103265,7-Day Standard Structuring,2023-03-05 12:00:00,2023-03-12 12:00:00,6,190627.68,"['TXN_306EE34F1F', 'TXN_C8BD1907A2', 'TXN_ECD0A88442', 'TXN_589B9CA56A', 'TXN_47308B03CA', 'TXN_F75880D8FA']"
CUST_103265,7-Day Standard Structuring,2023-03-06 12:00:00,2023-03-13 12:00:00,5,159827.34,"['TXN_C8BD1907A2', 'TXN_ECD0A88442', 'TXN_589B9CA56A', 'TXN_47308B03CA', 'TXN_F75880D8FA']"
CUST_103265,7-Day Standard Structuring,2023-03-07 09:00:00,2023-03-14 09:00:00,4,126545.6,"['TXN_ECD0A88442', 'TXN_589B9CA56A', 'TXN_47308B03CA', 'TXN_F75880D8FA']"
CUST_103265,7-Day Standard Structuring,2023-03-08 14:00:00,2023-03-15 14:00:00,3,97718.79,"['TXN_589B9CA56A', 'TXN_47308B03CA', 'TXN_F75880D8FA']"
CUST_103265,7-Day Standard Structuring,2023-03-09 09:00:00,2023-03-16 09:00:00,2,60109.49,"['TXN_47308B03CA', 'TXN_F75880D8FA']"
CUST_103296,7-Day Standard Structuring,2023-09-22 12:00:00,2023-09-29 12:00:00,6,67531.7,"['TXN_6D62C141A1', 'TXN_F09116BC4E', 'TXN_F3FE4371F3', 'TXN_252A5B07E6', 'TXN_E29FFDF339', 'TXN_79EDBA88E7']"
CUST_103296,7-Day Standard Structuring,2023-09-23 14:00:00,2023-09-30 14:00:00,5,55755.0,"['TXN_F09116BC4E', 'TXN_F3FE4371F3', 'TXN_252A5B07E6', 'TXN_E29FFDF339', 'TXN_79EDBA88E7']"
CUST_103351,7-Day Standard Structuring,2023-08-31 10:00:00,2023-09-07 10:00:00,4,67712.66,"['TXN_DDA42FEAB6', 'TXN_815D32B5ED', 'TXN_40B04ABADD', 'TXN_BEE06127C2']"
CUST_103418,7-Day Standard Structuring,2023-07-09 10:00:00,2023-07-16 10:00:00,6,66106.7,"['TXN_C772085248', 'TXN_06C9205C9A', 'TXN_2E1D90D792', 'TXN_2F8EC0074C', 'TXN_654BAD3AA7', 'TXN_FD171D9181']"
CUST_103418,7-Day Standard Structuring,2023-07-10 12:00:00,2023-07-17 12:00:00,5,56665.33,"['TXN_06C9205C9A', 'TXN_2E1D90D792', 'TXN_2F8EC0074C', 'TXN_654BAD3AA7', 'TXN_FD171D9181']"
CUST_103727,7-Day Standard Structuring,2023-08-25 10:00:00,2023-09-01 10:00:00,4,60986.43,"['TXN_34938EC9BC', 'TXN_D48DAA0A46', 'TXN_D759E35394', 'TXN_48D84F7700']"
CUST_103813,7-Day Standard Structuring,2023-04-03 11:00:00,2023-04-10 11:00:00,5,64979.95,"['TXN_FB7AD1D378', 'TXN_6589E94981', 'TXN_E698398A4B', 'TXN_E94900358B', 'TXN_54CE5581F1']"
CUST_103845,7-Day Standard Structuring,2023-09-07 12:00:00,2023-09-14 12:00:00,6,63622.86,"['TXN_AB8519FEF9', 'TXN_BE7430CE8A', 'TXN_8BC93E02E4', 'TXN_EEE61F013E', 'TXN_7F4580BD54', 'TXN_389B2C477A']"
CUST_103845,7-Day Standard Structuring,2023-09-08 14:00:00,2023-09-15 14:00:00,5,52535.18,"['TXN_BE7430CE8A', 'TXN_8BC93E02E4', 'TXN_EEE61F013E', 'TXN_7F4580BD54', 'TXN_389B2C477A']"
CUST_103875,7-Day Standard Structuring,2023-07-26 09:00:00,2023-08-02 09:00:00,4,69370.67,"['TXN_64BF535D55', 'TXN_E67EB975BD', 'TXN_5AB024C5C1', 'TXN_E068AC0E5F']"
CUST_103916,7-Day Standard Structuring,2023-05-22 09:00:00,2023-05-29 09:00:00,5,59443.98,"['TXN_6C162264E7', 'TXN_C6DFED59B2', 'TXN_C43156E3A0', 'TXN_9BC6C38ADD', 'TXN_43E7EE8440']"
CUST_103954,7-Day Standard Structuring,2023-06-05 14:00:00,2023-06-12 14:00:00,6,68405.82,"['TXN_5BCCEA5D1F', 'TXN_723E128961', 'TXN_FEC8906FB9', 'TXN_D3D97A6552', 'TXN_D650AB4EBA', 'TXN_2607DD90F2']"
CUST_103954,7-Day Standard Structuring,2023-06-06 09:00:00,2023-06-13 09:00:00,5,55534.35,"['TXN_723E128961', 'TXN_FEC8906FB9', 'TXN_D3D97A6552', 'TXN_D650AB4EBA', 'TXN_2607DD90F2']"
CUST_104045,7-Day Standard Structuring,2023-09-19 11:00:00,2023-09-26 11:00:00,6,242040.64,"['TXN_94632B5431', 'TXN_07150FE9D3', 'TXN_061DDA8E51', 'TXN_6AA472ECE9', 'TXN_491C8CB101', 'TXN_7D994DAD9D']"
CUST_104045,7-Day Standard Structuring,2023-09-20 14:00:00,2023-09-27 14:00:00,5,206550.33,"['TXN_07150FE9D3', 'TXN_061DDA8E51', 'TXN_6AA472ECE9', 'TXN_491C8CB101', 'TXN_7D994DAD9D']"
CUST_104045,7-Day Standard Structuring,2023-09-21 09:00:00,2023-09-28 09:00:00,4,165244.58,"['TXN_061DDA8E51', 'TXN_6AA472ECE9', 'TXN_491C8CB101', 'TXN_7D994DAD9D']"
CUST_104045,7-Day Standard Structuring,2023-09-22 10:00:00,2023-09-29 10:00:00,3,122547.73,"['TXN_6AA472ECE9', 'TXN_491C8CB101', 'TXN_7D994DAD9D']"
CUST_104045,7-Day Standard Structuring,2023-09-23 11:00:00,2023-09-30 11:00:00,2,75897.5,"['TXN_491C8CB101', 'TXN_7D994DAD9D']"
CUST_104103,7-Day Standard Structuring,2023-10-19 12:00:00,2023-10-26 12:00:00,3,157293.34,"['TXN_F03C8F69B4', 'TXN_C91FFD1BFF', 'TXN_E336EAE732']"
CUST_104103,7-Day Standard Structuring,2023-10-20 14:00:00,2023-10-27 14:00:00,2,107018.89,"['TXN_C91FFD1BFF', 'TXN_E336EAE732']"
CUST_104234,7-Day Standard Structuring,2023-05-26 10:00:00,2023-06-02 10:00:00,5,63509.25,"['TXN_2AF5C4F2BA', 'TXN_ED453D5E50', 'TXN_5AEF6F2510', 'TXN_A8544E3E32', 'TXN_0749E42068']"
CUST_104241,7-Day Standard Structuring,2023-06-14 09:00:00,2023-06-21 09:00:00,6,230554.54,"['TXN_59CB18BF02', 'TXN_4CDCC679FC', 'TXN_36C97D41A0', 'TXN_F731CF250F', 'TXN_A4455C69FF', 'TXN_D768994A53']"
CUST_104241,7-Day Standard Structuring,2023-06-15 09:00:00,2023-06-22 09:00:00,5,195889.34,"['TXN_4CDCC679FC', 'TXN_36C97D41A0', 'TXN_F731CF250F', 'TXN_A4455C69FF', 'TXN_D768994A53']"
CUST_104241,7-Day Standard Structuring,2023-06-16 11:00:00,2023-06-23 11:00:00,4,158592.79,"['TXN_36C97D41A0', 'TXN_F731CF250F', 'TXN_A4455C69FF', 'TXN_D768994A53']"
CUST_104241,7-Day Standard Structuring,2023-06-17 09:00:00,2023-06-24 09:00:00,3,125907.98,"['TXN_F731CF250F', 'TXN_A4455C69FF', 'TXN_D768994A53']"
CUST_104241,7-Day Standard Structuring,2023-06-18 14:00:00,2023-06-25 14:00:00,2,85490.58,"['TXN_A4455C69FF', 'TXN_D768994A53']"
CUST_104354,7-Day Standard Structuring,2023-02-01 10:00:00,2023-02-08 10:00:00,5,64114.56,"['TXN_3B45B2D930', 'TXN_80E009B551', 'TXN_2CEB886A10', 'TXN_D41E4EF813', 'TXN_CC20372343']"
CUST_104354,7-Day Standard Structuring,2023-02-02 14:00:00,2023-02-09 14:00:00,4,51400.49,"['TXN_80E009B551', 'TXN_2CEB886A10', 'TXN_D41E4EF813', 'TXN_CC20372343']"
CUST_104371,7-Day Standard Structuring,2023-09-29 14:00:00,2023-10-06 14:00:00,6,261077.98,"['TXN_5BE230487F', 'TXN_8292F6973E', 'TXN_97CFDBEC2C', 'TXN_5608092F17', 'TXN_4A79F56682', 'TXN_CAF97E639D']"
CUST_104371,7-Day Standard Structuring,2023-09-30 09:00:00,2023-10-07 09:00:00,5,221563.36,"['TXN_8292F6973E', 'TXN_97CFDBEC2C', 'TXN_5608092F17', 'TXN_4A79F56682', 'TXN_CAF97E639D']"
CUST_104371,7-Day Standard Structuring,2023-10-01 14:00:00,2023-10-08 14:00:00,4,170735.19,"['TXN_97CFDBEC2C', 'TXN_5608092F17', 'TXN_4A79F56682', 'TXN_CAF97E639D']"
CUST_104371,7-Day Standard Structuring,2023-10-02 13:00:00,2023-10-09 13:00:00,3,132614.57,"['TXN_5608092F17', 'TXN_4A79F56682', 'TXN_CAF97E639D']"
CUST_104371,7-Day Standard Structuring,2023-10-03 13:00:00,2023-10-10 13:00:00,2,88766.49,"['TXN_4A79F56682', 'TXN_CAF97E639D']"
CUST_104521,7-Day Standard Structuring,2023-03-28 11:00:00,2023-04-04 11:00:00,6,236746.31,"['TXN_13C05CDCF8', 'TXN_87B23A7D5E', 'TXN_919773738E', 'TXN_32D7695D4E', 'TXN_E6168D07C6', 'TXN_82A19B456E']"
CUST_104521,7-Day Standard Structuring,2023-03-29 10:00:00,2023-04-05 10:00:00,5,191814.41,"['TXN_87B23A7D5E', 'TXN_919773738E', 'TXN_32D7695D4E', 'TXN_E6168D07C6', 'TXN_82A19B456E']"
CUST_104521,7-Day Standard Structuring,2023-03-30 14:00:00,2023-04-06 14:00:00,4,147543.05,"['TXN_919773738E', 'TXN_32D7695D4E', 'TXN_E6168D07C6', 'TXN_82A19B456E']"
CUST_104521,7-Day Standard Structuring,2023-03-31 15:00:00,2023-04-07 15:00:00,3,115318.44,"['TXN_32D7695D4E', 'TXN_E6168D07C6', 'TXN_82A19B456E']"
CUST_104521,7-Day Standard Structuring,2023-04-01 14:00:00,2023-04-08 14:00:00,2,77954.76,"['TXN_E6168D07C6', 'TXN_82A19B456E']"
CUST_104612,7-Day Standard Structuring,2023-09-14 15:00:00,2023-09-21 15:00:00,5,66983.97,"['TXN_A700813E3F', 'TXN_C1592B0EE0', 'TXN_9FB677C376', 'TXN_29CEB279ED', 'TXN_5EBC394391']"
CUST_104612,7-Day Standard Structuring,2023-09-15 12:00:00,2023-09-22 12:00:00,4,51677.23,"['TXN_C1592B0EE0', 'TXN_9FB677C376', 'TXN_29CEB279ED', 'TXN_5EBC394391']"
