transaction_id,account_id,scenario_id,scenario_type,scenario_role,is_suspicious
TXN_E6760BD089,ACC_1007105,SCEN_STR_263a37,Structuring,structuring_deposit,True
TXN_87D64C55EB,ACC_1007105,SCEN_STR_263a37,Structuring,structuring_deposit,True
TXN_B35CF2F87B,ACC_1007105,SCEN_STR_263a37,Structuring,structuring_deposit,True
TXN_AA79F9486F,ACC_1007105,SCEN_STR_263a37,Structuring,structuring_deposit,True
TXN_4DA125CB75,ACC_1007105,SCEN_STR_263a37,Structuring,structuring_deposit,True
TXN_05C71EC3D5,ACC_1006018,SCEN_STR_e26681,Structuring,structuring_deposit,True
TXN_81B8530612,ACC_1006018,SCEN_STR_e26681,Structuring,structuring_deposit,True
TXN_8B5D7D1201,ACC_1006018,SCEN_STR_e26681,Structuring,structuring_deposit,True
TXN_9D7011F075,ACC_1006018,SCEN_STR_e26681,Structuring,structuring_deposit,True
TXN_CEE0A16D72,ACC_1006018,SCEN_STR_e26681,Structuring,structuring_deposit,True
TXN_92F3AD95F2,ACC_1006018,SCEN_STR_e26681,Structuring,structuring_deposit,True
TXN_DDA42FEAB6,ACC_1003953,SCEN_STR_b3fef4,Structuring,structuring_deposit,True
TXN_815D32B5ED,ACC_1003953,SCEN_STR_b3fef4,Structuring,structuring_deposit,True
TXN_40B04ABADD,ACC_1003953,SCEN_STR_b3fef4,Structuring,structuring_deposit,True
TXN_BEE06127C2,ACC_1003953,SCEN_STR_b3fef4,Structuring,structuring_deposit,True
TXN_DE96D46A10,ACC_1010200,SCEN_STR_47bdfa,Structuring,structuring_deposit,True
TXN_E03100F544,ACC_1010200,SCEN_STR_47bdfa,Structuring,structuring_deposit,True
TXN_4DF93CA20F,ACC_1010200,SCEN_STR_47bdfa,Structuring,structuring_deposit,True
TXN_18CA126AC4,ACC_1010200,SCEN_STR_47bdfa,Structuring,structuring_deposit,True
TXN_366AC1F3CA,ACC_1010200,SCEN_STR_47bdfa,Structuring,structuring_deposit,True
TXN_B7E0771A4C,ACC_1010200,SCEN_STR_47bdfa,Structuring,structuring_deposit,True
TXN_B902BAB637,ACC_1002081,SCEN_STR_1f3370,Structuring,structuring_deposit,True
TXN_6894A3DE95,ACC_1002081,SCEN_STR_1f3370,Structuring,structuring_deposit,True
TXN_A18755CE7C,ACC_1002081,SCEN_STR_1f3370,Structuring,structuring_deposit,True
TXN_12AE633025,ACC_1002081,SCEN_STR_1f3370,Structuring,structuring_deposit,True
TXN_756F9F4E9A,ACC_1002081,SCEN_STR_1f3370,Structuring,structuring_deposit,True
TXN_5BE230487F,ACC_1005188,SCEN_STR_0ccd0b,Structuring,structuring_deposit,True
TXN_8292F6973E,ACC_1005188,SCEN_STR_0ccd0b,Structuring,structuring_deposit,True
TXN_97CFDBEC2C,ACC_1005188,SCEN_STR_0ccd0b,Structuring,structuring_deposit,True
TXN_5608092F17,ACC_1005188,SCEN_STR_0ccd0b,Structuring,structuring_deposit,True
TXN_4A79F56682,ACC_1005188,SCEN_STR_0ccd0b,Structuring,structuring_deposit,True
TXN_CAF97E639D,ACC_1005188,SCEN_STR_0ccd0b,Structuring,structuring_deposit,True
TXN_BD1E16C60B,ACC_1009627,SCEN_STR_64452d,Structuring,structuring_deposit,True
TXN_47491D973B,ACC_1009627,SCEN_STR_64452d,Structuring,structuring_deposit,True
TXN_3085756D3B,ACC_1009627,SCEN_STR_64452d,Structuring,structuring_deposit,True
TXN_E1D9B7203E,ACC_1009627,SCEN_STR_64452d,Structuring,structuring_deposit,True
TXN_F6AFB8D46E,ACC_1002430,SCEN_STR_3a2540,Structuring,structuring_deposit,True
TXN_2015A120B7,ACC_1002430,SCEN_STR_3a2540,Structuring,structuring_deposit,True
TXN_A56850C87B,ACC_1002430,SCEN_STR_3a2540,Structuring,structuring_deposit,True
TXN_9A9B44E967,ACC_1002430,SCEN_STR_3a2540,Structuring,structuring_deposit,True
TXN_0E76C6F60C,ACC_1002430,SCEN_STR_3a2540,Structuring,structuring_deposit,True
TXN_AACED51B65,ACC_1003093,SCEN_STR_19b919,Structuring,structuring_deposit,True
TXN_C485D16666,ACC_1003093,SCEN_STR_19b919,Structuring,structuring_deposit,True
TXN_B8E3ABEEFE,ACC_1003093,SCEN_STR_19b919,Structuring,structuring_deposit,True
TXN_049C61E676,ACC_1003093,SCEN_STR_19b919,Structuring,structuring_deposit,True
TXN_5C6625B20B,ACC_1003093,SCEN_STR_19b919,Structuring,structuring_deposit,True
TXN_05BA29D58E,ACC_1002621,SCEN_STR_749fcb,Structuring,structuring_deposit,True
TXN_646AB439C5,ACC_1002621,SCEN_STR_749fcb,Structuring,structuring_deposit,True
TXN_645748B1DE,ACC_1002621,SCEN_STR_749fcb,Structuring,structuring_deposit,True
TXN_01052CCFAD,ACC_1002621,SCEN_STR_749fcb,Structuring,structuring_deposit,True
TXN_61A29C41D7,ACC_1002621,SCEN_STR_749fcb,Structuring,structuring_deposit,True
TXN_9C8BB59829,ACC_1002621,SCEN_STR_749fcb,Structuring,structuring_deposit,True
TXN_66130F4CB7,ACC_1001920,SCEN_STR_c6562c,Structuring,structuring_deposit,True
TXN_94A6C03E59,ACC_1001920,SCEN_STR_c6562c,Structuring,structuring_deposit,True
TXN_7C52A28950,ACC_1001920,SCEN_STR_c6562c,Structuring,structuring_deposit,True
TXN_627B196E81,ACC_1001920,SCEN_STR_c6562c,Structuring,structuring_deposit,True
TXN_C724318866,ACC_1001920,SCEN_STR_c6562c,Structuring,structuring_deposit,True
TXN_13C05CDCF8,ACC_1005367,SCEN_STR_cf7822,Structuring,structuring_deposit,True
TXN_87B23A7D5E,ACC_1005367,SCEN_STR_cf7822,Structuring,structuring_deposit,True
TXN_919773738E,ACC_1005367,SCEN_STR_cf7822,Structuring,structuring_deposit,True
TXN_32D7695D4E,ACC_1005367,SCEN_STR_cf7822,Structuring,structuring_deposit,True
TXN_E6168D07C6,ACC_1005367,SCEN_STR_cf7822,Structuring,structuring_deposit,True
TXN_82A19B456E,ACC_1005367,SCEN_STR_cf7822,Structuring,structuring_deposit,True
TXN_57BF6DEAD3,ACC_1006736,SCEN_STR_6cf4f9,Structuring,structuring_deposit,True
TXN_F9DECD3BE9,ACC_1006736,SCEN_STR_6cf4f9,Structuring,structuring_deposit,True
TXN_97E19BAE7A,ACC_1006736,SCEN_STR_6cf4f9,Structuring,structuring_deposit,True
TXN_C663424830,ACC_1006736,SCEN_STR_6cf4f9,Structuring,structuring_deposit,True
TXN_437E4DE3B2,ACC_1006736,SCEN_STR_6cf4f9,Structuring,structuring_deposit,True
TXN_E9FE120FA1,ACC_1006736,SCEN_STR_6cf4f9,Structuring,structuring_deposit,True
TXN_EC3551161F,ACC_1007600,SCEN_STR_73d51a,Structuring,structuring_deposit,True
TXN_E9DDE7ABCC,ACC_1007600,SCEN_STR_73d51a,Structuring,structuring_deposit,True
TXN_100F4AE494,ACC_1007600,SCEN_STR_73d51a,Structuring,structuring_deposit,True
TXN_EF37D5FFC5,ACC_1007600,SCEN_STR_73d51a,Structuring,structuring_deposit,True
TXN_6860D78119,ACC_1007600,SCEN_STR_73d51a,Structuring,structuring_deposit,True
TXN_6CB4E64AC0,ACC_1000362,SCEN_STR_eb284a,Structuring,structuring_deposit,True
TXN_D415C011CB,ACC_1000362,SCEN_STR_eb284a,Structuring,structuring_deposit,True
TXN_F40538B0B7,ACC_1000362,SCEN_STR_eb284a,Structuring,structuring_deposit,True
TXN_57433CBB10,ACC_1000362,SCEN_STR_eb284a,Structuring,structuring_deposit,True
TXN_8E2A8BAACB,ACC_1009255,SCEN_STR_383e68,Structuring,structuring_deposit,True
TXN_C737C510F3,ACC_1009255,SCEN_STR_383e68,Structuring,structuring_deposit,True
TXN_E192D3EFB6,ACC_1009255,SCEN_STR_383e68,Structuring,structuring_deposit,True
TXN_E3126D847B,ACC_1009255,SCEN_STR_383e68,Structuring,structuring_deposit,True
TXN_B90E1A7AA9,ACC_1002732,SCEN_STR_c9091d,Structuring,structuring_deposit,True
TXN_B3903CA4FB,ACC_1002732,SCEN_STR_c9091d,Structuring,structuring_deposit,True
TXN_494ABCE552,ACC_1002732,SCEN_STR_c9091d,Structuring,structuring_deposit,True
TXN_B2A4A00BE9,ACC_1002732,SCEN_STR_c9091d,Structuring,structuring_deposit,True
TXN_A1284DBF5A,ACC_1002732,SCEN_STR_c9091d,Structuring,structuring_deposit,True
TXN_ECB16821C3,ACC_1011927,SCEN_STR_5b8a4f,Structuring,structuring_deposit,True
TXN_BC324C34C4,ACC_1011927,SCEN_STR_5b8a4f,Structuring,structuring_deposit,True
TXN_9FC7B7784B,ACC_1011927,SCEN_STR_5b8a4f,Structuring,structuring_deposit,True
TXN_B1754CD85C,ACC_1011927,SCEN_STR_5b8a4f,Structuring,structuring_deposit,True
TXN_8DC059A9DA,ACC_1011927,SCEN_STR_5b8a4f,Structuring,structuring_deposit,True
TXN_08E4DE4667,ACC_1011927,SCEN_STR_5b8a4f,Structuring,structuring_deposit,True
TXN_C772085248,ACC_1004037,SCEN_STR_c6914c,Structuring,structuring_deposit,True
TXN_06C9205C9A,ACC_1004037,SCEN_STR_c6914c,Structuring,structuring_deposit,True
TXN_2E1D90D792,ACC_1004037,SCEN_STR_c6914c,Structuring,structuring_deposit,True
TXN_2F8EC0074C,ACC_1004037,SCEN_STR_c6914c,Structuring,structuring_deposit,True
TXN_654BAD3AA7,ACC_1004037,SCEN_STR_c6914c,Structuring,structuring_deposit,True
TXN_FD171D9181,ACC_1004037,SCEN_STR_c6914c,Structuring,structuring_deposit,True
TXN_7088E0107E,ACC_1008036,SCEN_STR_1bb716,Structuring,structuring_deposit,True
TXN_E3D487BAFC,ACC_1008036,SCEN_STR_1bb716,Structuring,structuring_deposit,True
TXN_1FE4C8B9AD,ACC_1008036,SCEN_STR_1bb716,Structuring,structuring_deposit,True
TXN_9D602E2E77,ACC_1008036,SCEN_STR_1bb716,Structuring,structuring_deposit,True
TXN_DC44EE0D26,ACC_1000319,SCEN_STR_42fe42,Structuring,structuring_deposit,True
TXN_1BD65E810B,ACC_1000319,SCEN_STR_42fe42,Structuring,structuring_deposit,True
TXN_9C35EFC8EA,ACC_1000319,SCEN_STR_42fe42,Structuring,structuring_deposit,True
TXN_8DBF065205,ACC_1000319,SCEN_STR_42fe42,Structuring,structuring_deposit,True
TXN_61256BDDF0,ACC_1003611,SCEN_STR_a034a7,Structuring,structuring_deposit,True
TXN_D9118669D8,ACC_1003611,SCEN_STR_a034a7,Structuring,structuring_deposit,True
TXN_2F091AEE6D,ACC_1003611,SCEN_STR_a034a7,Structuring,structuring_deposit,True
TXN_69C3B979AA,ACC_1003611,SCEN_STR_a034a7,Structuring,structuring_deposit,True
TXN_46962F0527,ACC_1003611,SCEN_STR_a034a7,Structuring,structuring_deposit,True
TXN_EAAFD9DA9E,ACC_1003611,SCEN_STR_a034a7,Structuring,structuring_deposit,True
TXN_2AF5C4F2BA,ACC_1005016,SCEN_STR_0549a0,Structuring,structuring_deposit,True
TXN_ED453D5E50,ACC_1005016,SCEN_STR_0549a0,Structuring,structuring_deposit,True
TXN_5AEF6F2510,ACC_1005016,SCEN_STR_0549a0,Structuring,structuring_deposit,True
TXN_A8544E3E32,ACC_1005016,SCEN_STR_0549a0,Structuring,structuring_deposit,True
TXN_0749E42068,ACC_1005016,SCEN_STR_0549a0,Structuring,structuring_deposit,True
TXN_DD86A87AC1,ACC_1007961,SCEN_STR_860eb5,Structuring,structuring_deposit,True
TXN_6748D150E8,ACC_1007961,SCEN_STR_860eb5,Structuring,structuring_deposit,True
TXN_2E5512DAB9,ACC_1007961,SCEN_STR_860eb5,Structuring,structuring_deposit,True
TXN_A4E62F0E63,ACC_1007961,SCEN_STR_860eb5,Structuring,structuring_deposit,True
TXN_4B9E5B16BD,ACC_1007961,SCEN_STR_860eb5,Structuring,structuring_deposit,True
TXN_C0DCED5FD2,ACC_1003478,SCEN_STR_b9b43d,Structuring,structuring_deposit,True
TXN_ADA6B176D2,ACC_1003478,SCEN_STR_b9b43d,Structuring,structuring_deposit,True
TXN_063EEA64BE,ACC_1003478,SCEN_STR_b9b43d,Structuring,structuring_deposit,True
TXN_825206DAEE,ACC_1003478,SCEN_STR_b9b43d,Structuring,structuring_deposit,True
TXN_774A92F439,ACC_1003478,SCEN_STR_b9b43d,Structuring,structuring_deposit,True
TXN_C8FC68430B,ACC_1003478,SCEN_STR_b9b43d,Structuring,structuring_deposit,True
TXN_72135C9672,ACC_1007691,SCEN_STR_35147b,Structuring,structuring_deposit,True
TXN_B8E358A65C,ACC_1007691,SCEN_STR_35147b,Structuring,structuring_deposit,True
TXN_386082854D,ACC_1007691,SCEN_STR_35147b,Structuring,structuring_deposit,True
TXN_5AB91ECEA1,ACC_1007691,SCEN_STR_35147b,Structuring,structuring_deposit,True
TXN_6C162264E7,ACC_1004629,SCEN_STR_0741b2,Structuring,structuring_deposit,True
TXN_C6DFED59B2,ACC_1004629,SCEN_STR_0741b2,Structuring,structuring_deposit,True
TXN_C43156E3A0,ACC_1004629,SCEN_STR_0741b2,Structuring,structuring_deposit,True
TXN_9BC6C38ADD,ACC_1004629,SCEN_STR_0741b2,Structuring,structuring_deposit,True
TXN_43E7EE8440,ACC_1004629,SCEN_STR_0741b2,Structuring,structuring_deposit,True
TXN_EFCBC63B1B,ACC_1009187,SCEN_STR_cfd712,Structuring,structuring_deposit,True
TXN_BDE4D04C15,ACC_1009187,SCEN_STR_cfd712,Structuring,structuring_deposit,True
TXN_FF89C1DA81,ACC_1009187,SCEN_STR_cfd712,Structuring,structuring_deposit,True
TXN_42F711E73D,ACC_1009187,SCEN_STR_cfd712,Structuring,structuring_deposit,True
TXN_89DA997838,ACC_1000397,SCEN_STR_d07409,Structuring,structuring_deposit,True
TXN_3B09EAD3CF,ACC_1000397,SCEN_STR_d07409,Structuring,structuring_deposit,True
TXN_5020775748,ACC_1000397,SCEN_STR_d07409,Structuring,structuring_deposit,True
TXN_E8BCF28BD7,ACC_1000397,SCEN_STR_d07409,Structuring,structuring_deposit,True
TXN_EE39688CDC,ACC_1008582,SCEN_STR_c3b5f6,Structuring,structuring_deposit,True
TXN_5ED05FCE0F,ACC_1008582,SCEN_STR_c3b5f6,Structuring,structuring_deposit,True
TXN_3001CDFB88,ACC_1008582,SCEN_STR_c3b5f6,Structuring,structuring_deposit,True
TXN_6289DDE99B,ACC_1008582,SCEN_STR_c3b5f6,Structuring,structuring_deposit,True
TXN_501D5AFCB6,ACC_1006009,SCEN_STR_96ca4b,Structuring,structuring_deposit,True
TXN_1CA2180CDF,ACC_1006009,SCEN_STR_96ca4b,Structuring,structuring_deposit,True
TXN_FA81E88CAB,ACC_1006009,SCEN_STR_96ca4b,Structuring,structuring_deposit,True
TXN_77A9529B1E,ACC_1006009,SCEN_STR_96ca4b,Structuring,structuring_deposit,True
TXN_291E2D1E82,ACC_1001366,SCEN_STR_18303a,Structuring,structuring_deposit,True
TXN_7D50E505A5,ACC_1001366,SCEN_STR_18303a,Structuring,structuring_deposit,True
TXN_67E4A44417,ACC_1001366,SCEN_STR_18303a,Structuring,structuring_deposit,True
TXN_CCDAD12AB0,ACC_1001366,SCEN_STR_18303a,Structuring,structuring_deposit,True
TXN_B9E16D1917,ACC_1007647,SCEN_STR_7995ab,Structuring,structuring_deposit,True
TXN_241A327F74,ACC_1007647,SCEN_STR_7995ab,Structuring,structuring_deposit,True
TXN_9C55D953B8,ACC_1007647,SCEN_STR_7995ab,Structuring,structuring_deposit,True
TXN_8A1EE1E341,ACC_1007647,SCEN_STR_7995ab,Structuring,structuring_deposit,True
TXN_12712718AB,ACC_1003254,SCEN_STR_16d09c,Structuring,structuring_deposit,True
TXN_726A8A57C1,ACC_1003254,SCEN_STR_16d09c,Structuring,structuring_deposit,True
TXN_DA9D648C05,ACC_1003254,SCEN_STR_16d09c,Structuring,structuring_deposit,True
TXN_055118976A,ACC_1003254,SCEN_STR_16d09c,Structuring,structuring_deposit,True
TXN_9157D13CE3,ACC_1003254,SCEN_STR_16d09c,Structuring,structuring_deposit,True
TXN_459B3EE0FB,ACC_1003254,SCEN_STR_16d09c,Structuring,structuring_deposit,True
TXN_6D62C141A1,ACC_1003892,SCEN_STR_e6f9ac,Structuring,structuring_deposit,True
TXN_F09116BC4E,ACC_1003892,SCEN_STR_e6f9ac,Structuring,structuring_deposit,True
TXN_F3FE4371F3,ACC_1003892,SCEN_STR_e6f9ac,Structuring,structuring_deposit,True
TXN_252A5B07E6,ACC_1003892,SCEN_STR_e6f9ac,Structuring,structuring_deposit,True
TXN_E29FFDF339,ACC_1003892,SCEN_STR_e6f9ac,Structuring,structuring_deposit,True
TXN_79EDBA88E7,ACC_1003892,SCEN_STR_e6f9ac,Structuring,structuring_deposit,True
TXN_049E2812C9,ACC_1008617,SCEN_STR_99a095,Structuring,structuring_deposit,True
TXN_A53FC60310,ACC_1008617,SCEN_STR_99a095,Structuring,structuring_deposit,True
TXN_A4DC528973,ACC_1008617,SCEN_STR_99a095,Structuring,structuring_deposit,True
TXN_DAE6BBEA32,ACC_1008617,SCEN_STR_99a095,Structuring,structuring_deposit,True
TXN_FE0439A398,ACC_1008617,SCEN_STR_99a095,Structuring,structuring_deposit,True
TXN_8AF2089AF8,ACC_1008617,SCEN_STR_99a095,Structuring,structuring_deposit,True
TXN_F47DC61932,ACC_1001226,SCEN_STR_a7342a,Structuring,structuring_deposit,True
TXN_BDFE468DFF,ACC_1001226,SCEN_STR_a7342a,Structuring,structuring_deposit,True
TXN_540C71884D,ACC_1001226,SCEN_STR_a7342a,Structuring,structuring_deposit,True
TXN_F9D8DF7A90,ACC_1001226,SCEN_STR_a7342a,Structuring,structuring_deposit,True
TXN_F08269F53A,ACC_1001226,SCEN_STR_a7342a,Structuring,structuring_deposit,True
TXN_2FEF8F2791,ACC_1007958,SCEN_STR_2cfecf,Structuring,structuring_deposit,True
TXN_337290C593,ACC_1007958,SCEN_STR_2cfecf,Structuring,structuring_deposit,True
TXN_1B371D819A,ACC_1007958,SCEN_STR_2cfecf,Structuring,structuring_deposit,True
TXN_ED995CD3E1,ACC_1007958,SCEN_STR_2cfecf,Structuring,structuring_deposit,True
TXN_7EEC681B41,ACC_1001764,SCEN_STR_2fc014,Structuring,structuring_deposit,True
TXN_639FDD1025,ACC_1001764,SCEN_STR_2fc014,Structuring,structuring_deposit,True
TXN_216A0058EC,ACC_1001764,SCEN_STR_2fc014,Structuring,structuring_deposit,True
TXN_470CA2632F,ACC_1001764,SCEN_STR_2fc014,Structuring,structuring_deposit,True
TXN_3582BAE79B,ACC_1001764,SCEN_STR_2fc014,Structuring,structuring_deposit,True
TXN_E96A506E4F,ACC_1007655,SCEN_STR_531854,Structuring,structuring_deposit,True
TXN_2B5E4ADE7E,ACC_1007655,SCEN_STR_531854,Structuring,structuring_deposit,True
TXN_4D48F61D43,ACC_1007655,SCEN_STR_531854,Structuring,structuring_deposit,True
TXN_866509726C,ACC_1007655,SCEN_STR_531854,Structuring,structuring_deposit,True
TXN_B1DB637904,ACC_1007236,SCEN_STR_8c8603,Structuring,structuring_deposit,True
TXN_9DACCBB7E8,ACC_1007236,SCEN_STR_8c8603,Structuring,structuring_deposit,True
TXN_4D63A343EF,ACC_1007236,SCEN_STR_8c8603,Structuring,structuring_deposit,True
TXN_72275484AC,ACC_1007236,SCEN_STR_8c8603,Structuring,structuring_deposit,True
TXN_CF81C3B57C,ACC_1007321,SCEN_STR_7d5e3f,Structuring,structuring_deposit,True
TXN_FCA9C5DB97,ACC_1007321,SCEN_STR_7d5e3f,Structuring,structuring_deposit,True
TXN_D18EF49453,ACC_1007321,SCEN_STR_7d5e3f,Structuring,structuring_deposit,True
TXN_D190C21676,ACC_1007321,SCEN_STR_7d5e3f,Structuring,structuring_deposit,True
TXN_C85B1ADA1F,ACC_1007321,SCEN_STR_7d5e3f,Structuring,structuring_deposit,True
TXN_6F4909A80A,ACC_1007321,SCEN_STR_7d5e3f,Structuring,structuring_deposit,True
TXN_1FBF773C66,ACC_1010317,SCEN_STR_798f8b,Structuring,structuring_deposit,True
TXN_1C4B306719,ACC_1010317,SCEN_STR_798f8b,Structuring,structuring_deposit,True
TXN_B49444C5D8,ACC_1010317,SCEN_STR_798f8b,Structuring,structuring_deposit,True
TXN_AAAB95D7C5,ACC_1010317,SCEN_STR_798f8b,Structuring,structuring_deposit,True
TXN_E817A2F0AA,ACC_1010317,SCEN_STR_798f8b,Structuring,structuring_deposit,True
TXN_A7A07CD3E5,ACC_1010317,SCEN_STR_798f8b,Structuring,structuring_deposit,True
