account_id,customer_id,currency,status
ACC_1000137,CUST_100116,AED,Active
ACC_1000138,CUST_100116,AED,Active
ACC_1000139,CUST_100117,AED,Active
ACC_1000140,CUST_100118,AED,Active
ACC_1000141,CUST_100119,AED,Active
ACC_1000142,CUST_100120,AED,Active
ACC_1000143,CUST_100121,USD,Active
ACC_1000144,CUST_100122,AED,Active
ACC_1000145,CUST_100123,AED,Active
ACC_1000146,CUST_100124,USD,Active
ACC_1000147,CUST_100125,AED,Active
ACC_1000148,CUST_100126,AED,Active
ACC_1000149,CUST_100127,AED,Active
ACC_1000150,CUST_100128,AED,Active
ACC_1000151,CUST_100129,EUR,Active
ACC_1000152,CUST_100129,USD,Active
ACC_1000153,CUST_100130,AED,Active
ACC_1000154,CUST_100131,AED,Active
ACC_1000155,CUST_100132,AED,Active
ACC_1000156,CUST_100133,AED,Active
ACC_1000157,CUST_100134,AED,Active
ACC_1000158,CUST_100135,AED,Active
ACC_1000159,CUST_100136,AED,Active
ACC_1000160,CUST_100137,AED,Active
ACC_1000161,CUST_100138,AED,Active
ACC_1000162,CUST_100139,AED,Active
ACC_1000163,CUST_100139,AED,Active
ACC_1000164,CUST_100140,EUR,Active
ACC_1000165,CUST_100141,AED,Active
ACC_1000166,CUST_100142,AED,Active
ACC_1000167,CUST_100143,AED,Active
ACC_1000168,CUST_100144,AED,Active
ACC_1000169,CUST_100145,AED,Active
ACC_1000170,CUST_100146,AED,Active
ACC_1000171,CUST_100147,EUR,Active
ACC_1000172,CUST_100148,AED,Active
ACC_1000173,CUST_100149,AED,Active
ACC_1000174,CUST_100150,AED,Active
ACC_1000175,CUST_100151,AED,Active
ACC_1000176,CUST_100152,AED,Active
ACC_1000177,CUST_100153,AED,Active
ACC_1000178,CUST_100154,AED,Active
ACC_1000179,CUST_100155,AED,Active
ACC_1000180,CUST_100156,AED,Active
ACC_1000181,CUST_100157,USD,Active
ACC_1000182,CUST_100158,AED,Active
ACC_1000183,CUST_100159,AED,Active
ACC_1000184,CUST_100159,USD,Active
ACC_1000185,CUST_100160,AED,Active
ACC_1000186,CUST_100161,USD,Active
ACC_1000187,CUST_100162,AED,Active
ACC_1000188,CUST_100162,AED,Active
ACC_1000189,CUST_100163,AED,Active
ACC_1000190,CUST_100164,AED,Active
ACC_1000191,CUST_100164,AED,Active
ACC_1000192,CUST_100165,AED,Active
ACC_1000193,CUST_100166,AED,Active
ACC_1000194,CUST_100166,AED,Active
ACC_1000195,CUST_100167,USD,Active
ACC_1000196,CUST_100168,AED,Active
ACC_1000197,CUST_100168,USD,Active
ACC_1000198,CUST_100169,AED,Active
ACC_1000199,CUST_100170,AED,Active
ACC_1000200,CUST_100170,AED,Active
ACC_1000201,CUST_100171,AED,Active
ACC_1000202,CUST_100171,AED,Active
ACC_1000203,CUST_100172,USD,Active
ACC_1000204,CUST_100172,AED,Active
ACC_1000205,CUST_100173,AED,Active
ACC_1000206,CUST_100174,AED,Active
ACC_1000207,CUST_100175,AED,Active
ACC_1000208,CUST_100175,EUR,Active
ACC_1000209,CUST_100176,AED,Active
ACC_1000210,CUST_100177,AED,Active
ACC_1000211,CUST_100178,AED,Active
ACC_1000212,CUST_100179,EUR,Active
ACC_1000213,CUST_100180,AED,Active
ACC_1000214,CUST_100181,EUR,Active
ACC_1000215,CUST_100182,AED,Active
ACC_1000216,CUST_100183,AED,Active
ACC_1000217,CUST_100184,USD,Active
ACC_1000218,CUST_100185,AED,Active
ACC_1000219,CUST_100186,AED,Active
ACC_1000220,CUST_100187,AED,Active
ACC_1000221,CUST_100187,AED,Active
ACC_1000222,CUST_100188,AED,Active
ACC_1000223,CUST_100189,AED,Active
ACC_1000224,CUST_100190,AED,Active
ACC_1000225,CUST_100191,AED,Active
ACC_1000226,CUST_100191,AED,Active
ACC_1000227,CUST_100192,AED,Active
ACC_1000228,CUST_100192,AED,Active
ACC_1000229,CUST_100193,AED,Active
ACC_1000230,CUST_100194,AED,Active
ACC_1000231,CUST_100195,AED,Active
ACC_1000232,CUST_100195,AED,Active
ACC_1000233,CUST_100196,AED,Active
ACC_1000234,CUST_100197,AED,Active
ACC_1000235,CUST_100198,AED,Active
ACC_1000236,CUST_100199,AED,Active
ACC_1000237,CUST_100200,AED,Active
ACC_1000238,CUST_100201,AED,Active
ACC_1000239,CUST_100202,AED,Active
ACC_1000240,CUST_100203,AED,Active
ACC_1000241,CUST_100204,AED,Active
ACC_1000242,CUST_100205,AED,Active
ACC_1000243,CUST_100206,AED,Active
ACC_1000244,CUST_100207,AED,Active
ACC_1000245,CUST_100208,USD,Active
ACC_1000246,CUST_100209,USD,Active
ACC_1000247,CUST_100209,AED,Active
ACC_1000248,CUST_100210,AED,Active
ACC_1000249,CUST_100211,AED,Active
ACC_1000250,CUST_100211,AED,Active
ACC_1000251,CUST_100212,AED,Active
ACC_1000252,CUST_100212,AED,Active
ACC_1000253,CUST_100213,AED,Active
ACC_1000254,CUST_100214,AED,Active
ACC_1000255,CUST_100214,AED,Active
ACC_1000256,CUST_100215,AED,Active
ACC_1000257,CUST_100216,AED,Active
ACC_1000258,CUST_100217,AED,Active
ACC_1000259,CUST_100218,AED,Active
ACC_1000260,CUST_100219,AED,Active
ACC_1000261,CUST_100219,AED,Active
ACC_1000262,CUST_100220,AED,Active
ACC_1000263,CUST_100221,USD,Active
ACC_1000264,CUST_100222,AED,Active
ACC_1000265,CUST_100222,AED,Active
ACC_1000266,CUST_100223,AED,Active
ACC_1000267,CUST_100223,AED,Active
ACC_1000268,CUST_100224,AED,Active
ACC_1000269,CUST_100225,AED,Active
ACC_1000270,CUST_100226,AED,Active
ACC_1000271,CUST_100227,AED,Active
ACC_1000272,CUST_100228,AED,Active
ACC_1000273,CUST_100229,AED,Active
ACC_1000274,CUST_100230,AED,Active
ACC_1000275,CUST_100231,AED,Active
ACC_1000276,CUST_100232,USD,Active
ACC_1000277,CUST_100233,AED,Active
ACC_1000278,CUST_100233,AED,Active
ACC_1000279,CUST_100234,AED,Active
ACC_1000280,CUST_100235,AED,Active
ACC_1000281,CUST_100236,USD,Active
ACC_1000282,CUST_100237,AED,Active
ACC_1000283,CUST_100238,AED,Active
ACC_1000284,CUST_100239,AED,Active
ACC_1000285,CUST_100240,EUR,Active
ACC_1000286,CUST_100240,AED,Active
ACC_1000287,CUST_100241,AED,Active
ACC_1000288,CUST_100241,AED,Active
ACC_1000289,CUST_100242,AED,Active
ACC_1000290,CUST_100243,AED,Active
ACC_1000291,CUST_100244,EUR,Active
ACC_1000292,CUST_100245,AED,Active
ACC_1000293,CUST_100246,AED,Active
ACC_1000294,CUST_100247,EUR,Active
ACC_1000295,CUST_100248,AED,Active
ACC_1000296,CUST_100249,AED,Active
ACC_1000297,CUST_100249,AED,Active
ACC_1000298,CUST_100250,AED,Active
ACC_1000299,CUST_100251,AED,Active
ACC_1000300,CUST_100251,AED,Active
ACC_1000301,CUST_100252,AED,Active
ACC_1000302,CUST_100253,AED,Active
ACC_1000303,CUST_100254,USD,Active
ACC_1000304,CUST_100255,AED,Active
ACC_1000305,CUST_100256,AED,Active
ACC_1000306,CUST_100257,AED,Active
ACC_1000307,CUST_100258,AED,Active
ACC_1000308,CUST_100259,AED,Active
ACC_1000309,CUST_100259,AED,Active
ACC_1000310,CUST_100260,AED,Active
ACC_1000311,CUST_100260,AED,Active
ACC_1000312,CUST_100261,AED,Active
ACC_1000313,CUST_100261,AED,Active
ACC_1000314,CUST_100262,AED,Active
ACC_1000315,CUST_100262,AED,Active
ACC_1000316,CUST_100263,AED,Active
ACC_1000317,CUST_100264,AED,Active
ACC_1000318,CUST_100265,AED,Active
ACC_1000319,CUST_100266,EUR,Active
ACC_1000320,CUST_100266,AED,Active
ACC_1000321,CUST_100267,AED,Active
ACC_1000322,CUST_100268,EUR,Active
ACC_1000323,CUST_100269,AED,Active
ACC_1000324,CUST_100270,AED,Active
ACC_1000325,CUST_100271,AED,Active
ACC_1000326,CUST_100272,AED,Active
ACC_1000327,CUST_100273,AED,Active
ACC_1000328,CUST_100274,AED,Active
ACC_1000329,CUST_100275,AED,Active
ACC_1000330,CUST_100276,AED,Active
ACC_1000331,CUST_100277,AED,Active
ACC_1000332,CUST_100278,AED,Active
ACC_1000333,CUST_100279,AED,Active
ACC_1000334,CUST_100280,AED,Active
ACC_1000335,CUST_100281,AED,Active
ACC_1000336,CUST_100282,AED,Active
ACC_1000337,CUST_100282,AED,Active
ACC_1000338,CUST_100283,AED,Active
ACC_1000339,CUST_100284,AED,Active
ACC_1000340,CUST_100285,AED,Active
ACC_1000341,CUST_100286,AED,Active
ACC_1000342,CUST_100287,AED,Active
ACC_1000343,CUST_100288,AED,Active
ACC_1000344,CUST_100288,AED,Active
ACC_1000345,CUST_100289,AED,Active
ACC_1000346,CUST_100289,AED,Active
ACC_1000347,CUST_100290,AED,Active
ACC_1000348,CUST_100291,AED,Active
ACC_1000349,CUST_100291,AED,Active
ACC_1000350,CUST_100292,AED,Active
ACC_1000351,CUST_100292,AED,Active
ACC_1000352,CUST_100293,AED,Active
ACC_1000353,CUST_100294,AED,Active
ACC_1000354,CUST_100295,AED,Active
ACC_1000355,CUST_100295,EUR,Active
ACC_1000356,CUST_100296,AED,Active
ACC_1000357,CUST_100297,AED,Active
ACC_1000358,CUST_100298,AED,Active
ACC_1000359,CUST_100299,AED,Active
ACC_1000360,CUST_100300,AED,Active
ACC_1000361,CUST_100301,AED,Active
ACC_1000362,CUST_100302,AED,Active
ACC_1000363,CUST_100303,AED,Active
ACC_1000364,CUST_100304,AED,Active
ACC_1000365,CUST_100305,AED,Active
ACC_1000366,CUST_100306,AED,Active
ACC_1000367,CUST_100307,AED,Active
ACC_1000368,CUST_100307,AED,Active
ACC_1000369,CUST_100308,AED,Active
ACC_1000370,CUST_100309,AED,Active
ACC_1000371,CUST_100309,AED,Active
ACC_1000372,CUST_100310,AED,Active
ACC_1000373,CUST_100310,AED,Active
ACC_1000374,CUST_100311,USD,Active
ACC_1000375,CUST_100312,AED,Active
ACC_1000376,CUST_100312,AED,Active
ACC_1000377,CUST_100313,AED,Active
ACC_1000378,CUST_100314,USD,Active
ACC_1000379,CUST_100315,EUR,Active
ACC_1000380,CUST_100316,AED,Active
ACC_1000381,CUST_100317,AED,Active
ACC_1000382,CUST_100317,AED,Active
ACC_1000383,CUST_100318,AED,Active
ACC_1000384,CUST_100319,AED,Active
ACC_1000385,CUST_100320,AED,Active
ACC_1000386,CUST_100321,AED,Active
ACC_1000387,CUST_100322,AED,Active
ACC_1000388,CUST_100322,AED,Active
ACC_1000389,CUST_100323,AED,Active
ACC_1000390,CUST_100324,AED,Active
ACC_1000391,CUST_100325,AED,Active
ACC_1000392,CUST_100326,AED,Active
ACC_1000393,CUST_100327,AED,Active
ACC_1000394,CUST_100327,AED,Active
ACC_1000395,CUST_100328,AED,Active
ACC_1000396,CUST_100329,AED,Active
ACC_1000397,CUST_100330,AED,Active
ACC_1000398,CUST_100331,AED,Active
ACC_1000399,CUST_100332,AED,Active
ACC_1000400,CUST_100333,AED,Active
ACC_1000401,CUST_100334,AED,Active
ACC_1000402,CUST_100335,AED,Active
ACC_1000403,CUST_100336,AED,Active
ACC_1000404,CUST_100337,AED,Active
ACC_1000405,CUST_100338,AED,Active
ACC_1000406,CUST_100339,USD,Active
ACC_1000407,CUST_100340,USD,Active
ACC_1000408,CUST_100341,AED,Active
ACC_1000409,CUST_100342,AED,Active
ACC_1000410,CUST_100342,AED,Active
ACC_1000411,CUST_100343,AED,Active
ACC_1000412,CUST_100344,EUR,Active
ACC_1000413,CUST_100345,AED,Active
ACC_1000414,CUST_100346,EUR,Active
ACC_1000415,CUST_100347,AED,Active
ACC_1000416,CUST_100347,AED,Active
ACC_1000417,CUST_100348,EUR,Active
ACC_1000418,CUST_100349,EUR,Active
ACC_1000419,CUST_100349,AED,Active
ACC_1000420,CUST_100350,AED,Active
ACC_1000421,CUST_100351,AED,Active
ACC_1000422,CUST_100352,AED,Active
ACC_1000423,CUST_100353,AED,Active
ACC_1000424,CUST_100354,AED,Active
ACC_1000425,CUST_100355,AED,Active
ACC_1000426,CUST_100356,EUR,Active
ACC_1000427,CUST_100357,AED,Active
ACC_1000428,CUST_100357,AED,Active
ACC_1000429,CUST_100358,AED,Active
ACC_1000430,CUST_100359,AED,Active
ACC_1000431,CUST_100360,AED,Active
ACC_1000432,CUST_100360,AED,Active
ACC_1000433,CUST_100361,AED,Active
ACC_1000434,CUST_100361,AED,Active
ACC_1000435,CUST_100362,AED,Active
ACC_1000436,CUST_100363,USD,Active
ACC_1000437,CUST_100364,AED,Active
ACC_1000438,CUST_100365,AED,Active
ACC_1000439,CUST_100366,AED,Active
ACC_1000440,CUST_100367,AED,Active
ACC_1000441,CUST_100367,AED,Active
ACC_1000442,CUST_100368,AED,Active
ACC_1000443,CUST_100369,AED,Active
ACC_1000444,CUST_100370,EUR,Active
ACC_1000445,CUST_100371,AED,Active
ACC_1000446,CUST_100372,AED,Active
ACC_1000447,CUST_100373,AED,Active
ACC_1000448,CUST_100374,AED,Active
ACC_1000449,CUST_100375,AED,Active
ACC_1000450,CUST_100375,EUR,Active
ACC_1000451,CUST_100376,AED,Active
ACC_1000452,CUST_100377,AED,Active
ACC_1000453,CUST_100378,AED,Active
ACC_1000454,CUST_100379,AED,Active
ACC_1000455,CUST_100380,AED,Active
ACC_1000456,CUST_100381,EUR,Active
ACC_1000457,CUST_100381,AED,Active
ACC_1000458,CUST_100382,AED,Active
ACC_1000459,CUST_100383,AED,Active
ACC_1000460,CUST_100383,AED,Active
ACC_1000461,CUST_100384,AED,Active
ACC_1000462,CUST_100385,AED,Active
ACC_1000463,CUST_100385,AED,Active
ACC_1000464,CUST_100386,AED,Active
ACC_1000465,CUST_100387,AED,Active
ACC_1000466,CUST_100387,AED,Active
ACC_1000467,CUST_100388,AED,Active
ACC_1000468,CUST_100388,EUR,Active
ACC_1000469,CUST_100389,AED,Active
ACC_1000470,CUST_100389,AED,Active
ACC_1000471,CUST_100390,AED,Active
ACC_1000472,CUST_100390,AED,Active
ACC_1000473,CUST_100391,AED,Active
ACC_1000474,CUST_100392,AED,Active
ACC_1000475,CUST_100393,AED,Active
ACC_1000476,CUST_100393,AED,Active
ACC_1000477,CUST_100394,AED,Active
ACC_1000478,CUST_100395,AED,Active
ACC_1000479,CUST_100396,AED,Active
ACC_1000480,CUST_100397,EUR,Active
ACC_1000481,CUST_100398,AED,Active
ACC_1000482,CUST_100398,AED,Active
ACC_1000483,CUST_100399,USD,Active
ACC_1000484,CUST_100400,AED,Active
ACC_1000485,CUST_100401,AED,Active
ACC_1000486,CUST_100402,AED,Active
ACC_1000487,CUST_100403,USD,Active
ACC_1000488,CUST_100404,AED,Active
ACC_1000489,CUST_100405,AED,Active
ACC_1000490,CUST_100406,AED,Active
ACC_1000491,CUST_100407,AED,Active
ACC_1000492,CUST_100408,AED,Active
ACC_1000493,CUST_100409,AED,Active
ACC_1000494,CUST_100410,AED,Active
ACC_1000495,CUST_100411,AED,Active
ACC_1000496,CUST_100412,AED,Active
ACC_1000497,CUST_100413,AED,Active
ACC_1000498,CUST_100414,AED,Active
ACC_1000499,CUST_100415,USD,Active
ACC_1000500,CUST_100416,AED,Active
ACC_1000501,CUST_100417,EUR,Active
ACC_1000502,CUST_100418,AED,Active
ACC_1000503,CUST_100419,USD,Active
ACC_1000504,CUST_100420,AED,Active
ACC_1000505,CUST_100421,AED,Active
ACC_1000506,CUST_100422,USD,Active
ACC_1000507,CUST_100423,AED,Active
ACC_1000508,CUST_100423,AED,Active
ACC_1000509,CUST_100424,AED,Active
ACC_1000510,CUST_100425,USD,Active
ACC_1000511,CUST_100426,AED,Active
ACC_1000512,CUST_100427,AED,Active
ACC_1000513,CUST_100427,AED,Active
ACC_1000514,CUST_100428,AED,Active
ACC_1000515,CUST_100428,AED,Active
ACC_1000516,CUST_100429,AED,Active
ACC_1000517,CUST_100429,AED,Active
ACC_1000518,CUST_100430,AED,Active
ACC_1000519,CUST_100431,AED,Active
ACC_1000520,CUST_100431,AED,Active
ACC_1000521,CUST_100432,AED,Active
ACC_1000522,CUST_100433,AED,Active
ACC_1000523,CUST_100434,AED,Active
ACC_1000524,CUST_100435,AED,Active
ACC_1000525,CUST_100436,AED,Active
ACC_1000526,CUST_100437,AED,Active
ACC_1000527,CUST_100438,AED,Active
ACC_1000528,CUST_100439,AED,Active
ACC_1000529,CUST_100440,USD,Active
ACC_1000530,CUST_100441,AED,Active
ACC_1000531,CUST_100442,USD,Active
ACC_1000532,CUST_100443,AED,Active
ACC_1000533,CUST_100443,AED,Active
ACC_1000534,CUST_100444,AED,Active
ACC_1000535,CUST_100445,AED,Active
ACC_1000536,CUST_100446,AED,Active
ACC_1000537,CUST_100447,AED,Active
ACC_1000538,CUST_100448,AED,Active
ACC_1000539,CUST_100448,AED,Active
ACC_1000540,CUST_100449,AED,Active
ACC_1000541,CUST_100450,AED,Active
ACC_1000542,CUST_100451,AED,Active
ACC_1000543,CUST_100452,AED,Active
ACC_1000544,CUST_100453,AED,Active
ACC_1000545,CUST_100454,AED,Active
ACC_1000546,CUST_100455,AED,Active
ACC_1000547,CUST_100456,AED,Active
ACC_1000548,CUST_100457,AED,Active
ACC_1000549,CUST_100458,AED,Active
ACC_1000550,CUST_100459,AED,Active
ACC_1000551,CUST_100460,AED,Active
ACC_1000552,CUST_100461,AED,Active
ACC_1000553,CUST_100462,AED,Active
ACC_1000554,CUST_100463,EUR,Active
ACC_1000555,CUST_100463,EUR,Active
ACC_1000556,CUST_100464,AED,Active
ACC_1000557,CUST_100465,AED,Active
ACC_1000558,CUST_100466,USD,Active
ACC_1000559,CUST_100467,AED,Active
ACC_1000560,CUST_100468,AED,Active
ACC_1000561,CUST_100469,EUR,Active
ACC_1000562,CUST_100470,AED,Active
ACC_1000563,CUST_100470,AED,Active
ACC_1000564,CUST_100471,AED,Active
ACC_1000565,CUST_100472,USD,Active
ACC_1000566,CUST_100472,AED,Active
ACC_1000567,CUST_100473,EUR,Active
ACC_1000568,CUST_100474,AED,Active
ACC_1000569,CUST_100475,AED,Active
ACC_1000570,CUST_100476,AED,Active
ACC_1000571,CUST_100477,AED,Active
ACC_1000572,CUST_100478,AED,Active
ACC_1000573,CUST_100479,AED,Active
ACC_1000574,CUST_100480,AED,Active
ACC_1000575,CUST_100481,AED,Active
ACC_1000576,CUST_100482,AED,Active
ACC_1000577,CUST_100483,AED,Active
ACC_1000578,CUST_100484,AED,Active
ACC_1000579,CUST_100485,AED,Active
ACC_1000580,CUST_100486,AED,Active
ACC_1000581,CUST_100487,AED,Active
ACC_1000582,CUST_100488,AED,Active
ACC_1000583,CUST_100489,EUR,Active
ACC_1000584,CUST_100490,AED,Active
ACC_1000585,CUST_100491,AED,Active
ACC_1000586,CUST_100492,AED,Active
ACC_1000587,CUST_100493,AED,Active
ACC_1000588,CUST_100493,AED,Active
ACC_1000589,CUST_100494,AED,Active
ACC_1000590,CUST_100495,AED,Active
ACC_1000591,CUST_100496,USD,Active
ACC_1000592,CUST_100497,AED,Active
ACC_1000593,CUST_100498,AED,Active
ACC_1000594,CUST_100499,AED,Active
ACC_1000595,CUST_100500,AED,Active
ACC_1000596,CUST_100501,AED,Active
ACC_1000597,CUST_100502,AED,Active
ACC_1000598,CUST_100503,AED,Active
ACC_1000599,CUST_100504,AED,Active
ACC_1000600,CUST_100505,AED,Active
ACC_1000601,CUST_100506,USD,Active
ACC_1000602,CUST_100507,AED,Active
ACC_1000603,CUST_100508,AED,Active
ACC_1000604,CUST_100509,AED,Active
ACC_1000605,CUST_100509,AED,Active
ACC_1000606,CUST_100510,AED,Active
ACC_1000607,CUST_100511,USD,Active
ACC_1000608,CUST_100512,USD,Active
ACC_1000609,CUST_100513,AED,Active
ACC_1000610,CUST_100514,AED,Active
ACC_1000611,CUST_100515,AED,Active
ACC_1000612,CUST_100516,AED,Active
ACC_1000613,CUST_100517,AED,Active
ACC_1000614,CUST_100517,AED,Active
ACC_1000615,CUST_100518,USD,Active
ACC_1000616,CUST_100518,AED,Active
ACC_1000617,CUST_100519,AED,Active
ACC_1000618,CUST_100519,AED,Active
ACC_1000619,CUST_100520,AED,Active
ACC_1000620,CUST_100521,AED,Active
ACC_1000621,CUST_100522,AED,Active
ACC_1000622,CUST_100523,EUR,Active
ACC_1000623,CUST_100523,AED,Active
ACC_1000624,CUST_100524,AED,Active
ACC_1000625,CUST_100525,AED,Active
ACC_1000626,CUST_100526,AED,Active
ACC_1000627,CUST_100526,AED,Active
ACC_1000628,CUST_100527,AED,Active
ACC_1000629,CUST_100528,AED,Active
ACC_1000630,CUST_100529,AED,Active
ACC_1000631,CUST_100530,AED,Active
ACC_1000632,CUST_100531,AED,Active
ACC_1000633,CUST_100532,AED,Active
ACC_1000634,CUST_100533,AED,Active
ACC_1000635,CUST_100534,AED,Active
ACC_1000636,CUST_100535,AED,Active
ACC_1000637,CUST_100536,AED,Active
ACC_1000638,CUST_100537,AED,Active
ACC_1000639,CUST_100538,AED,Active
ACC_1000640,CUST_100538,AED,Active
ACC_1000641,CUST_100539,AED,Active
ACC_1000642,CUST_100540,AED,Active
ACC_1000643,CUST_100541,AED,Active
ACC_1000644,CUST_100542,AED,Active
ACC_1000645,CUST_100543,AED,Active
ACC_1000646,CUST_100544,AED,Active
ACC_1000647,CUST_100545,AED,Active
ACC_1000648,CUST_100545,AED,Active
ACC_1000649,CUST_100546,AED,Active
ACC_1000650,CUST_100547,AED,Active
ACC_1000651,CUST_100548,AED,Active
ACC_1000652,CUST_100549,USD,Active
ACC_1000653,CUST_100550,AED,Active
ACC_1000654,CUST_100551,AED,Active
ACC_1000655,CUST_100551,AED,Active
ACC_1000656,CUST_100552,AED,Active
ACC_1000657,CUST_100553,AED,Active
ACC_1000658,CUST_100553,AED,Active
ACC_1000659,CUST_100554,USD,Active
ACC_1000660,CUST_100555,AED,Active
ACC_1000661,CUST_100556,USD,Active
ACC_1000662,CUST_100557,AED,Active
